identifier,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13
unidentified01619,Berlin,,,,,,,,,,,,
unidentified01620,Aachen,,,,,,,,,,,,
unidentified01621,Wien,,,,,,,,,,,,
unidentified01622,,,,,,,,,,,,,
unidentified01623,Breslau,Auerbach,,,,,,,,,,,
unidentified01624,,,,,,,,,,,,,
unidentified01625,Prag,Wien,,,,,,,,,,,
unidentified01626,Paderborn,,,,,,,,,,,,
unidentified01627,Rudolstadt,,,,,,,,,,,,
unidentified01628,Dresden,Weimar,,,,,,,,,,,
unidentified01629,Hannover,,,,,,,,,,,,
unidentified01630,Badenweiler,,,,,,,,,,,,
unidentified01631,,,,,,,,,,,,,
unidentified01632,Augsburg,,,,,,,,,,,,
unidentified01633,Heppenheim,,,,,,,,,,,,
unidentified01634,Diez,Arnstadt,,,,,,,,,,,
unidentified01635,,,,,,,,,,,,,
unidentified01636,,,,,,,,,,,,,
unidentified01637,Rom,Iena,,,,,,,,,,,
unidentified01638,Dresden,,,,,,,,,,,,
unidentified01639,Königsberg,,,,,,,,,,,,
unidentified01640,Berlin,,,,,,,,,,,,
unidentified01641,Hamburg,,,,,,,,,,,,
unidentified01642,Stuttgart,,,,,,,,,,,,
unidentified01643,Stuttgart,,,,,,,,,,,,
unidentified01644,Wien,,,,,,,,,,,,
unidentified01645,Berlin,,,,,,,,,,,,
unidentified01646,Braunschweig,,,,,,,,,,,,
unidentified01647,,,,,,,,,,,,,
unidentified01648,Stuttgart,,,,,,,,,,,,
unidentified01649,,,,,,,,,,,,,
unidentified01650,Frankfurt a. O.,Rom,Frankfurt a. O.,,,,,,,,,,
unidentified01651,München,Stein,,,,,,,,,,,
unidentified01652,Stein,Winterthur,,,,,,,,,,,
unidentified01653,,,,,,,,,,,,,
unidentified01654,Charlottenburg,,,,,,,,,,,,
unidentified01655,,,,,,,,,,,,,
unidentified01656,Budapest,,,,,,,,,,,,
unidentified01657,Leipzig,,,,,,,,,,,,
unidentified01658,,,,,,,,,,,,,
unidentified01659,Rom,Leipzig,,,,,,,,,,,
unidentified01660,Wien,Leipzig,,,,,,,,,,,
unidentified01661,Berlin,,,,,,,,,,,,
unidentified01662,Leipzig,,,,,,,,,,,,
unidentified01663,Rom,Cöln,,,,,,,,,,,
unidentified01664,,,,,,,,,,,,,
unidentified01665,Frankfurt a. M.,Frankfurt a. M.,Wien,Köln,Paris,,,,,,,,
unidentified01666,Paderborn,,,,,,,,,,,,
unidentified01667,Leipzig,,,,,,,,,,,,
unidentified01668,Castell,Florenz,Bremen,,,,,,,,,,
unidentified01669,Dresden,,,,,,,,,,,,
unidentified01670,,,,,,,,,,,,,
unidentified01671,Cannes,,,,,,,,,,,,
unidentified01672,Graz,,,,,,,,,,,,
unidentified01673,Frankfurt a. M.,Frankfurt a. M.,Neapel,,,,,,,,,,
unidentified01674,Brüssel,,,,,,,,,,,,
unidentified01675,,,,,,,,,,,,,
unidentified01676,Berlin,,,,,,,,,,,,
unidentified01677,,,,,,,,,,,,,
unidentified01678,,,,,,,,,,,,,
unidentified01679,,,,,,,,,,,,,
unidentified01680,,,,,,,,,,,,,
unidentified01681,,,,,,,,,,,,,
unidentified01682,,,,,,,,,,,,,
unidentified01683,,,,,,,,,,,,,
unidentified01684,,,,,,,,,,,,,
unidentified01685,,,,,,,,,,,,,
unidentified01686,Köthen,Berlin,,,,,,,,,,,
unidentified01687,,,,,,,,,,,,,
unidentified01688,Leipzig,,,,,,,,,,,,
unidentified01689,Leipzig,,,,,,,,,,,,
unidentified01690,Wien,,,,,,,,,,,,
unidentified01691,,,,,,,,,,,,,
unidentified01692,,,,,,,,,,,,,
unidentified01693,,,,,,,,,,,,,
unidentified01694,Rom,Berlin,,,,,,,,,,,
unidentified01695,Rom,Dresden,Kahla,Muskau,Berlin,,,,,,,,
unidentified01696,Breslau,Hamburg,,,,,,,,,,,
unidentified01697,,,,,,,,,,,,,
unidentified01698,Berlin,,,,,,,,,,,,
unidentified01699,Basel,,,,,,,,,,,,
unidentified01700,Charlottenburg,,,,,,,,,,,,
unidentified01701,Mainz,Berlin,Graz,,,,,,,,,,
unidentified01702,Leipzig,,,,,,,,,,,,
unidentified01703,,,,,,,,,,,,,
unidentified01704,,,,,,,,,,,,,
unidentified01705,Köln,,,,,,,,,,,,
unidentified01706,München,Schwabing,,,,,,,,,,,
unidentified01707,Lüneburg,Soltau,Bremen,,,,,,,,,,
unidentified01708,Oranienburg,Berlin,,,,,,,,,,,
unidentified01709,Graz,,,,,,,,,,,,
unidentified01710,Kassel,,,,,,,,,,,,
unidentified01711,Hamburg,,,,,,,,,,,,
unidentified01712,Eberswalde,,,,,,,,,,,,
unidentified01713,Leipzig,,,,,,,,,,,,
unidentified01714,Mainz,,,,,,,,,,,,
unidentified01715,Hamburg,,,,,,,,,,,,
unidentified01716,Breslau,,,,,,,,,,,,
unidentified01717,Strassburg,,,,,,,,,,,,
unidentified01718,München,,,,,,,,,,,,
unidentified01719,,,,,,,,,,,,,
unidentified01720,Linz,,,,,,,,,,,,
unidentified01721,Hannover,,,,,,,,,,,,
unidentified01722,,,,,,,,,,,,,
unidentified01723,Spremberg,Senftenberg,Berlin,,,,,,,,,,
unidentified01724,Berlin,,,,,,,,,,,,
unidentified01725,Bern,Stuttgart,Leipzig,,,,,,,,,,
unidentified01726,,,,,,,,,,,,,
unidentified01727,Halle,,,,,,,,,,,,
unidentified01728,Sand,Darmstadt,Lübben,Zürich,Stettin,,,,,,,,
unidentified01729,Frankfurt a. M.,Frankfurt a. M.,Marburg,,,,,,,,,,
unidentified01730,Halle,,,,,,,,,,,,
unidentified01731,Amsterdam,,,,,,,,,,,,
unidentified01732,,,,,,,,,,,,,
unidentified01733,Paris,Leipzig,,,,,,,,,,,
unidentified01734,Dresden,Mannheim,Wien,Korfu,San Francisco,Berlin,,,,,,,
unidentified01735,Leipzig,Gersdorf,,,,,,,,,,,
unidentified01736,Leipzig,,,,,,,,,,,,
unidentified01737,Leipzig,,,,,,,,,,,,
unidentified01738,Bramstedt,Itzehoe,,,,,,,,,,,
unidentified01739,Leipzig,,,,,,,,,,,,
unidentified01740,Einsiedeln,,,,,,,,,,,,
unidentified01741,Strassburg,Metz,Landau,,,,,,,,,,
unidentified01742,Metz,Bonn,,,,,,,,,,,
unidentified01743,Metz,Leipzig,,,,,,,,,,,
unidentified01744,Mewe,,,,,,,,,,,,
unidentified01745,Friedland,Strelitz,Berlin,,,,,,,,,,
unidentified01746,,,,,,,,,,,,,
unidentified01747,Berlin,,,,,,,,,,,,
unidentified01748,Hannover,,,,,,,,,,,,
unidentified01749,Düsseldorf,,,,,,,,,,,,
unidentified01750,Dessau,,,,,,,,,,,,
unidentified01751,Oranienburg,Berlin,,,,,,,,,,,
unidentified01752,Düsseldorf,,,,,,,,,,,,
unidentified01753,,,,,,,,,,,,,
unidentified01754,Wien,,,,,,,,,,,,
unidentified01755,Erlangen,,,,,,,,,,,,
unidentified01756,Berlin,,,,,,,,,,,,
unidentified01757,Königsberg,,,,,,,,,,,,
unidentified01758,Breslau,Leipzig,Berlin,,,,,,,,,,
unidentified01759,Hagen,Kleeburg,Rappoltsweiler,,,,,,,,,,
unidentified01760,Leipzig,,,,,,,,,,,,
unidentified01761,Leipzig,,,,,,,,,,,,
unidentified01762,Sagan,Berlin,,,,,,,,,,,
unidentified01763,Prag,Wien,,,,,,,,,,,
unidentified01764,Gersdorf,,,,,,,,,,,,
unidentified01765,,,,,,,,,,,,,
unidentified01766,Prag,Wien,Fels,,,,,,,,,,
unidentified01767,Königswinter,,,,,,,,,,,,
unidentified01768,Rom,Bern,Hamburg,,,,,,,,,,
unidentified01769,Wien,Graz,,,,,,,,,,,
unidentified01770,Husum,Flensburg,Hamburg,Schleswig,,,,,,,,,
unidentified01771,Leipzig,,,,,,,,,,,,
unidentified01772,Darmstadt,,,,,,,,,,,,
unidentified01773,Darmstadt,,,,,,,,,,,,
unidentified01774,Berlin,,,,,,,,,,,,
unidentified01775,,,,,,,,,,,,,
unidentified01776,Stein,,,,,,,,,,,,
unidentified01777,Dresden,Leipzig,,,,,,,,,,,
unidentified01778,Berlin,,,,,,,,,,,,
unidentified01779,Hamburg,,,,,,,,,,,,
unidentified01780,Berlin,,,,,,,,,,,,
unidentified01781,Hamburg,,,,,,,,,,,,
unidentified01782,Hamm,Wien,Danzig,Hamburg,Berlin,Gersdorf,,,,,,,
unidentified01783,Leipzig,,,,,,,,,,,,
unidentified01784,,,,,,,,,,,,,
unidentified01785,Rostock,,,,,,,,,,,,
unidentified01786,Stuttgart,,,,,,,,,,,,
unidentified01787,Halle,,,,,,,,,,,,
unidentified01788,,,,,,,,,,,,,
unidentified01789,,,,,,,,,,,,,
unidentified01790,Prag,Hannover,,,,,,,,,,,
unidentified01791,Leipzig,,,,,,,,,,,,
unidentified01792,,,,,,,,,,,,,
unidentified01793,,,,,,,,,,,,,
unidentified01794,München,Nürnberg,,,,,,,,,,,
unidentified01795,,,,,,,,,,,,,
unidentified01796,Heidelberg,,,,,,,,,,,,
unidentified01797,Clausthal,Göttingen,Wolfenbüttel,Braunschweig,,,,,,,,,
unidentified01798,Basel,,,,,,,,,,,,
unidentified01799,Basel,,,,,,,,,,,,
unidentified01800,Basel,,,,,,,,,,,,
unidentified01801,Basel,,,,,,,,,,,,
unidentified01802,Braunschweig,,,,,,,,,,,,
unidentified01803,Neuwied,,,,,,,,,,,,
unidentified01804,,,,,,,,,,,,,
unidentified01805,,,,,,,,,,,,,
unidentified01806,Potsdam,Berlin,,,,,,,,,,,
unidentified01807,Hannover,,,,,,,,,,,,
unidentified01808,,,,,,,,,,,,,
unidentified01809,Düsseldorf,,,,,,,,,,,,
unidentified01810,Stein,,,,,,,,,,,,
unidentified01811,,,,,,,,,,,,,
unidentified01812,Rom,,,,,,,,,,,,
unidentified01813,,,,,,,,,,,,,
unidentified01814,Rom,,,,,,,,,,,,
unidentified01815,,,,,,,,,,,,,
unidentified01816,Rom,,,,,,,,,,,,
unidentified01817,Bern,,,,,,,,,,,,
unidentified01818,Nordleda,Bremen,,,,,,,,,,,
unidentified01819,Rom,Belgard,Breslau,Berlin,Kolberg,,,,,,,,
unidentified01820,Hamburg,,,,,,,,,,,,
unidentified01821,Bremen,,,,,,,,,,,,
unidentified01822,Magdeburg,London,Paris,Berlin,,,,,,,,,
unidentified01823,Rom,Stuttgart,,,,,,,,,,,
unidentified01824,Stuttgart,,,,,,,,,,,,
unidentified01825,Rom,Stuttgart,,,,,,,,,,,
unidentified01826,Stuttgart,,,,,,,,,,,,
unidentified01827,St. Gallen,Zürich,,,,,,,,,,,
unidentified01828,,,,,,,,,,,,,
unidentified01829,Düsseldorf,,,,,,,,,,,,
unidentified01830,Leipzig,,,,,,,,,,,,
unidentified01831,Reutlingen,,,,,,,,,,,,
unidentified01832,,,,,,,,,,,,,
unidentified01833,Riga,,,,,,,,,,,,
unidentified01834,,,,,,,,,,,,,
unidentified01835,Kassel,,,,,,,,,,,,
unidentified01836,Hannover,Braunschweig,,,,,,,,,,,
unidentified01837,,,,,,,,,,,,,
unidentified01838,,,,,,,,,,,,,
unidentified01839,Glauchau,,,,,,,,,,,,
unidentified01840,Wien,,,,,,,,,,,,
unidentified01841,,,,,,,,,,,,,
unidentified01842,Dresden,,,,,,,,,,,,
unidentified01843,Elberfeld,,,,,,,,,,,,
unidentified01844,Düsseldorf,Elberfeld,,,,,,,,,,,
unidentified01845,,,,,,,,,,,,,
unidentified01846,Boppard,Wiesbaden,,,,,,,,,,,
unidentified01847,Düsseldorf,Rheine,,,,,,,,,,,
unidentified01848,Brieg,,,,,,,,,,,,
unidentified01849,Wien,,,,,,,,,,,,
unidentified01850,,,,,,,,,,,,,
unidentified01851,,,,,,,,,,,,,
unidentified01852,Leipzig,,,,,,,,,,,,
unidentified01853,Leipzig,,,,,,,,,,,,
unidentified01854,Leipzig,,,,,,,,,,,,
unidentified01855,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified01856,Hamburg,,,,,,,,,,,,
unidentified01857,Nordhausen,Risch,Stuttgart,Hamburg,,,,,,,,,
unidentified01858,Basel,,,,,,,,,,,,
unidentified01859,Dessau,,,,,,,,,,,,
unidentified01860,Thale,,,,,,,,,,,,
unidentified01861,Wien,,,,,,,,,,,,
unidentified01862,Berlin,,,,,,,,,,,,
unidentified01863,Leipzig,,,,,,,,,,,,
unidentified01864,,,,,,,,,,,,,
unidentified01865,Wien,,,,,,,,,,,,
unidentified01866,Wien,,,,,,,,,,,,
unidentified01867,,,,,,,,,,,,,
unidentified01868,Stuttgart,,,,,,,,,,,,
unidentified01869,Weimar,,,,,,,,,,,,
unidentified01870,,,,,,,,,,,,,
unidentified01871,,,,,,,,,,,,,
unidentified01872,Neuhaus,Barmen,,,,,,,,,,,
unidentified01873,Wien,,,,,,,,,,,,
unidentified01874,Leipzig,,,,,,,,,,,,
unidentified01875,Berlin,,,,,,,,,,,,
unidentified01876,Stettin,,,,,,,,,,,,
unidentified01877,,,,,,,,,,,,,
unidentified01878,Wien,,,,,,,,,,,,
unidentified01879,,,,,,,,,,,,,
unidentified01880,Heidelberg,,,,,,,,,,,,
unidentified01881,,,,,,,,,,,,,
unidentified01882,,,,,,,,,,,,,
unidentified01883,Leipzig,,,,,,,,,,,,
unidentified01884,Leipzig,,,,,,,,,,,,
unidentified01885,Leipzig,,,,,,,,,,,,
unidentified01886,Leipzig,,,,,,,,,,,,
unidentified01887,,,,,,,,,,,,,
unidentified01888,,,,,,,,,,,,,
unidentified01889,Berlin,,,,,,,,,,,,
unidentified01890,,,,,,,,,,,,,
unidentified01891,,,,,,,,,,,,,
unidentified01892,Rom,Dresden,,,,,,,,,,,
unidentified01893,,,,,,,,,,,,,
unidentified01894,Leipzig,,,,,,,,,,,,
unidentified01895,Pressburg,,,,,,,,,,,,
unidentified01896,Schwerin,,,,,,,,,,,,
unidentified01897,,,,,,,,,,,,,
unidentified01898,,,,,,,,,,,,,
unidentified01899,,,,,,,,,,,,,
unidentified01900,Dresden,,,,,,,,,,,,
unidentified01901,Neuhaldensleben,,,,,,,,,,,,
unidentified01902,Stuttgart,,,,,,,,,,,,
unidentified01903,Basel,,,,,,,,,,,,
unidentified01904,Düsseldorf,Brüssel,Köln,,,,,,,,,,
unidentified01905,Wien,,,,,,,,,,,,
unidentified01906,Reval,Petersburg,St. Petersburg,,,,,,,,,,
unidentified01907,Rom,Reval,Petersburg,,,,,,,,,,
unidentified01908,Berlin,,,,,,,,,,,,
unidentified01909,Berlin,,,,,,,,,,,,
unidentified01910,Bonn,,,,,,,,,,,,
unidentified01911,Basel,,,,,,,,,,,,
unidentified01912,,,,,,,,,,,,,
unidentified01913,Wandsbeck,Flensburg,Hamburg,Ortelsburg,,,,,,,,,
unidentified01914,Florenz,Bremen,,,,,,,,,,,
unidentified01915,Berlin,,,,,,,,,,,,
unidentified01916,Leipzig,,,,,,,,,,,,
unidentified01917,Bremen,,,,,,,,,,,,
unidentified01918,Wien,,,,,,,,,,,,
unidentified01919,Bern,,,,,,,,,,,,
unidentified01920,Königsberg,Berlin,,,,,,,,,,,
unidentified01921,Konstantinopel,Hamburg,,,,,,,,,,,
unidentified01922,Wien,,,,,,,,,,,,
unidentified01923,Augsburg,,,,,,,,,,,,
unidentified01924,Zürich,,,,,,,,,,,,
unidentified01925,Heidelberg,,,,,,,,,,,,
unidentified01926,Schwerin,Orleans,,,,,,,,,,,
unidentified01927,Salzburg,,,,,,,,,,,,
unidentified01928,Gotha,,,,,,,,,,,,
unidentified01929,Rom,Dresden,Wien,,,,,,,,,,
unidentified01930,Regensburg,,,,,,,,,,,,
unidentified01931,,,,,,,,,,,,,
unidentified01932,Herrnhut,,,,,,,,,,,,
unidentified01933,Ribnitz,Fulda,,,,,,,,,,,
unidentified01934,Berlin,,,,,,,,,,,,
unidentified01935,Tilsit,,,,,,,,,,,,
unidentified01936,Tilsit,,,,,,,,,,,,
unidentified01937,Tilsit,,,,,,,,,,,,
unidentified01938,Tilsit,,,,,,,,,,,,
unidentified01939,Kassel,Landau,,,,,,,,,,,
unidentified01940,Wien,,,,,,,,,,,,
unidentified01941,,,,,,,,,,,,,
unidentified01942,,,,,,,,,,,,,
unidentified01943,,,,,,,,,,,,,
unidentified01944,Koburg,Petersburg,St. Petersburg,Moskau,Riga,,,,,,,,
unidentified01945,Berlin,,,,,,,,,,,,
unidentified01946,Dorpat,,,,,,,,,,,,
unidentified01947,Hameln,,,,,,,,,,,,
unidentified01948,Wien,Pappenheim,,,,,,,,,,,
unidentified01949,Berlin,,,,,,,,,,,,
unidentified01950,Rom,Dresden,,,,,,,,,,,
unidentified01951,Wien,,,,,,,,,,,,
unidentified01952,Stuttgart,,,,,,,,,,,,
unidentified01953,Wien,,,,,,,,,,,,
unidentified01954,Charlottenburg,Leipzig,Berlin,,,,,,,,,,
unidentified01955,Dresden,Graz,,,,,,,,,,,
unidentified01956,Halle,,,,,,,,,,,,
unidentified01957,Iena,,,,,,,,,,,,
unidentified01958,Schorndorf,Heidelberg,,,,,,,,,,,
unidentified01959,Charlottenburg,,,,,,,,,,,,
unidentified01960,Dresden,,,,,,,,,,,,
unidentified01961,Bielitz,,,,,,,,,,,,
unidentified01962,Prag,,,,,,,,,,,,
unidentified01963,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified01964,Leipzig,,,,,,,,,,,,
unidentified01965,,,,,,,,,,,,,
unidentified01966,Weimar,,,,,,,,,,,,
unidentified01967,Aachen,,,,,,,,,,,,
unidentified01968,Aachen,,,,,,,,,,,,
unidentified01969,Aachen,,,,,,,,,,,,
unidentified01970,Aachen,,,,,,,,,,,,
unidentified01971,,,,,,,,,,,,,
unidentified01972,,,,,,,,,,,,,
unidentified01973,Prag,Klagenfurt,,,,,,,,,,,
unidentified01974,Stuttgart,,,,,,,,,,,,
unidentified01975,,,,,,,,,,,,,
unidentified01976,Weimar,,,,,,,,,,,,
unidentified01977,Rom,Paris,,,,,,,,,,,
unidentified01978,,,,,,,,,,,,,
unidentified01979,Wien,Gera,,,,,,,,,,,
unidentified01980,,,,,,,,,,,,,
unidentified01981,Wien,Gera,,,,,,,,,,,
unidentified01982,Hannover,Goslar,,,,,,,,,,,
unidentified01983,Wien,,,,,,,,,,,,
unidentified01984,Reutlingen,,,,,,,,,,,,
unidentified01985,Naumburg,Pressburg,,,,,,,,,,,
unidentified01986,Auerbach,Leipzig,,,,,,,,,,,
unidentified01987,Karlsruhe,,,,,,,,,,,,
unidentified01988,Ravensburg,Werne,Stuttgart,,,,,,,,,,
unidentified01989,Reudnitz,Leipzig,,,,,,,,,,,
unidentified01990,,,,,,,,,,,,,
unidentified01991,Frankfurt a. O.,Frankfurt a. O.,,,,,,,,,,,
unidentified01992,Thorn,Liegnitz,,,,,,,,,,,
unidentified01993,Klagenfurt,,,,,,,,,,,,
unidentified01994,Triest,,,,,,,,,,,,
unidentified01995,Mödling,Wien,Budapest,,,,,,,,,,
unidentified01996,,,,,,,,,,,,,
unidentified01997,Schwerin,Breslau,,,,,,,,,,,
unidentified01998,Stuttgart,,,,,,,,,,,,
unidentified01999,Breslau,Hamburg,,,,,,,,,,,
unidentified02000,,,,,,,,,,,,,
unidentified02001,Stuttgart,Leipzig,,,,,,,,,,,
unidentified02002,Basel,,,,,,,,,,,,
unidentified02003,,,,,,,,,,,,,
unidentified02004,Stuttgart,,,,,,,,,,,,
unidentified02005,Halle,,,,,,,,,,,,
unidentified02006,Berlin,,,,,,,,,,,,
unidentified02007,Barmen,Langenfuhr,Stettin,,,,,,,,,,
unidentified02008,Basel,,,,,,,,,,,,
unidentified02009,Liegnitz,,,,,,,,,,,,
unidentified02010,Berlin,,,,,,,,,,,,
unidentified02011,,,,,,,,,,,,,
unidentified02012,Rom,Kopenhagen,Wien,Baden-Baden,Berlin,,,,,,,,
unidentified02013,Breslau,,,,,,,,,,,,
unidentified02014,Berlin,,,,,,,,,,,,
unidentified02015,Ratibor,,,,,,,,,,,,
unidentified02016,Brieg,,,,,,,,,,,,
unidentified02017,Ratibor,,,,,,,,,,,,
unidentified02018,Brieg,,,,,,,,,,,,
unidentified02019,Wien,,,,,,,,,,,,
unidentified02020,Hamm,Düren,Köln,Berlin,,,,,,,,,
unidentified02021,Pancsova,,,,,,,,,,,,
unidentified02022,Wien,Budapest,,,,,,,,,,,
unidentified02023,Wien,,,,,,,,,,,,
unidentified02024,,,,,,,,,,,,,
unidentified02025,,,,,,,,,,,,,
unidentified02026,Wien,Breslau,,,,,,,,,,,
unidentified02027,,,,,,,,,,,,,
unidentified02028,Berlin,Erfurt,,,,,,,,,,,
unidentified02029,,,,,,,,,,,,,
unidentified02030,Thorn,,,,,,,,,,,,
unidentified02031,Wien,,,,,,,,,,,,
unidentified02032,Chemnitz,,,,,,,,,,,,
unidentified02033,Wien,,,,,,,,,,,,
unidentified02034,Wien,,,,,,,,,,,,
unidentified02035,Hagen,,,,,,,,,,,,
unidentified02036,,,,,,,,,,,,,
unidentified02037,Königsberg,Charlottenburg,Breslau,Berlin,,,,,,,,,
unidentified02038,Magdeburg,Wiesbaden,Blankenburg am Harz,Blankenburg,,,,,,,,,
unidentified02039,Dresden,,,,,,,,,,,,
unidentified02040,,,,,,,,,,,,,
unidentified02041,,,,,,,,,,,,,
unidentified02042,Prag,,,,,,,,,,,,
unidentified02043,Wien,,,,,,,,,,,,
unidentified02044,,,,,,,,,,,,,
unidentified02045,Stuttgart,,,,,,,,,,,,
unidentified02046,Wien,,,,,,,,,,,,
unidentified02047,Basel,,,,,,,,,,,,
unidentified02048,Berlin,,,,,,,,,,,,
unidentified02049,Wien,Kassel,,,,,,,,,,,
unidentified02050,,,,,,,,,,,,,
unidentified02051,,,,,,,,,,,,,
unidentified02052,Prag,,,,,,,,,,,,
unidentified02053,,,,,,,,,,,,,
unidentified02054,Stuttgart,,,,,,,,,,,,
unidentified02055,,,,,,,,,,,,,
unidentified02056,Stuttgart,,,,,,,,,,,,
unidentified02057,Strassburg,Glogau,Fraustadt,Berlin,,,,,,,,,
unidentified02058,München,Innsbruck,,,,,,,,,,,
unidentified02059,Danzig,Braunschweig,,,,,,,,,,,
unidentified02060,,,,,,,,,,,,,
unidentified02061,,,,,,,,,,,,,
unidentified02062,Bielefeld,,,,,,,,,,,,
unidentified02063,Breslau,,,,,,,,,,,,
unidentified02064,Köln,,,,,,,,,,,,
unidentified02065,Dresden,Nordhausen,Berlin,Nürnberg,,,,,,,,,
unidentified02066,Wiesbaden,,,,,,,,,,,,
unidentified02067,Mewe,,,,,,,,,,,,
unidentified02068,Strassburg,,,,,,,,,,,,
unidentified02069,Wien,Klagenfurt,,,,,,,,,,,
unidentified02070,München,,,,,,,,,,,,
unidentified02071,Baden-Baden,,,,,,,,,,,,
unidentified02072,Lichtenthal,Eisenach,Baden-Baden,,,,,,,,,,
unidentified02073,Baden-Baden,,,,,,,,,,,,
unidentified02074,Lichtenthal,Eisenach,Baden-Baden,,,,,,,,,,
unidentified02075,,,,,,,,,,,,,
unidentified02076,Stolp,Berlin,,,,,,,,,,,
unidentified02077,Kopenhagen,,,,,,,,,,,,
unidentified02078,,,,,,,,,,,,,
unidentified02079,Leipzig,,,,,,,,,,,,
unidentified02080,,,,,,,,,,,,,
unidentified02081,,,,,,,,,,,,,
unidentified02082,Wien,,,,,,,,,,,,
unidentified02083,,,,,,,,,,,,,
unidentified02084,Leipzig,,,,,,,,,,,,
unidentified02085,Berlin,,,,,,,,,,,,
unidentified02086,Dessau,,,,,,,,,,,,
unidentified02087,Kassel,,,,,,,,,,,,
unidentified02088,,,,,,,,,,,,,
unidentified02089,Wien,Leipzig,,,,,,,,,,,
unidentified02090,Berlin,,,,,,,,,,,,
unidentified02091,Hermsdorf,Glienicke,,,,,,,,,,,
unidentified02092,Wien,,,,,,,,,,,,
unidentified02093,Siegen,,,,,,,,,,,,
unidentified02094,Rom,Eberswalde,,,,,,,,,,,
unidentified02095,Leipzig,,,,,,,,,,,,
unidentified02096,Dresden,Goschütz,Breslau,,,,,,,,,,
unidentified02097,Wien,,,,,,,,,,,,
unidentified02098,Leipzig,,,,,,,,,,,,
unidentified02099,,,,,,,,,,,,,
unidentified02100,,,,,,,,,,,,,
unidentified02101,Prag,Petersburg,Wien,St. Petersburg,Gotha,,,,,,,,
unidentified02102,Merseburg,Magdeburg,,,,,,,,,,,
unidentified02103,,,,,,,,,,,,,
unidentified02104,Nordhausen,,,,,,,,,,,,
unidentified02105,Werne,Anklam,,,,,,,,,,,
unidentified02106,,,,,,,,,,,,,
unidentified02107,Leipzig,,,,,,,,,,,,
unidentified02108,,,,,,,,,,,,,
unidentified02109,Wien,,,,,,,,,,,,
unidentified02110,Walsrode,,,,,,,,,,,,
unidentified02111,Leipzig,,,,,,,,,,,,
unidentified02112,Wien,,,,,,,,,,,,
unidentified02113,,,,,,,,,,,,,
unidentified02114,,,,,,,,,,,,,
unidentified02115,Leipzig,,,,,,,,,,,,
unidentified02116,,,,,,,,,,,,,
unidentified02117,,,,,,,,,,,,,
unidentified02118,Rom,Leipzig,Berlin,,,,,,,,,,
unidentified02119,,,,,,,,,,,,,
unidentified02120,Dresden,,,,,,,,,,,,
unidentified02121,,,,,,,,,,,,,
unidentified02122,Dresden,,,,,,,,,,,,
unidentified02123,Rom,Dresden,,,,,,,,,,,
unidentified02124,Rom,Dresden,,,,,,,,,,,
unidentified02125,,,,,,,,,,,,,
unidentified02126,,,,,,,,,,,,,
unidentified02127,,,,,,,,,,,,,
unidentified02128,Wernigerode,Ilsenburg,Gedern,,,,,,,,,,
unidentified02129,,,,,,,,,,,,,
unidentified02130,Gries,Gera,Gotha,,,,,,,,,,
unidentified02131,,,,,,,,,,,,,
unidentified02132,Graz,,,,,,,,,,,,
unidentified02133,Paris,,,,,,,,,,,,
unidentified02134,Lichtenthal,Baden-Baden,,,,,,,,,,,
unidentified02135,,,,,,,,,,,,,
unidentified02136,,,,,,,,,,,,,
unidentified02137,Danzig,,,,,,,,,,,,
unidentified02138,,,,,,,,,,,,,
unidentified02139,Leipzig,,,,,,,,,,,,
unidentified02140,Stuttgart,,,,,,,,,,,,
unidentified02141,Leipzig,,,,,,,,,,,,
unidentified02142,Schlawe,Köslin,Seehof,,,,,,,,,,
unidentified02143,Hamburg,,,,,,,,,,,,
unidentified02144,Bern,,,,,,,,,,,,
unidentified02145,,,,,,,,,,,,,
unidentified02146,,,,,,,,,,,,,
unidentified02147,Reutlingen,Tübingen,Stuttgart,,,,,,,,,,
unidentified02148,Köln,,,,,,,,,,,,
unidentified02149,,,,,,,,,,,,,
unidentified02150,Olmütz,,,,,,,,,,,,
unidentified02151,Halle a. S.,Halle,,,,,,,,,,,
unidentified02152,,,,,,,,,,,,,
unidentified02153,,,,,,,,,,,,,
unidentified02154,Charlottenburg,Rinteln,,,,,,,,,,,
unidentified02155,Kochel,,,,,,,,,,,,
unidentified02156,Berlin,,,,,,,,,,,,
unidentified02157,München,,,,,,,,,,,,
unidentified02158,Prag,,,,,,,,,,,,
unidentified02159,,,,,,,,,,,,,
unidentified02160,,,,,,,,,,,,,
unidentified02161,Perleberg,Stein,Berlin,,,,,,,,,,
unidentified02162,,,,,,,,,,,,,
unidentified02163,Leipzig,,,,,,,,,,,,
unidentified02164,Roda,,,,,,,,,,,,
unidentified02165,,,,,,,,,,,,,
unidentified02166,Gotha,,,,,,,,,,,,
unidentified02167,Wien,,,,,,,,,,,,
unidentified02168,Kaiserslautern,,,,,,,,,,,,
unidentified02169,Dresden,,,,,,,,,,,,
unidentified02170,Mannheim,,,,,,,,,,,,
