QUOTE_TRANSCRIPTION,URI,VOCAB_LABEL
Residenzthea,,
Vereinigten Staa,,
Alleghani-Gebirge,,
Creizenachs,,
Ritz-Lichtenow,,
St. Goarshausen a. Rhein,,
Jerez de la Frontera,http://sws.geonames.org/2516326,Jerez de la Frontera
Andalu,,
Granadas,http://sws.geonames.org/4018737,Almoloya de las Granadas
Wupperthale,,
Jnhalt,,
Ruhnow,,
Unter-Dürkheim,,
Heilig-Kreuz,,
Wesserling,http://sws.geonames.org/3012954,Husseren-Wesserling
Emmern,,
Kamminke,,
Lagau,,
Rosbach,http://sws.geonames.org/2845160,Rosbach vor der Höhe
Horchheim,http://dare.ht.lu.se/places/825,Horchheim
Zimckendorf,,
Werbelin,,
Zdenci,http://sws.geonames.org/3186671,Zdenci
Schloßhof,,
Kroatien-Slavonien,,
Ettal,http://sws.geonames.org/2928684,Ettal
Rodenbach,http://sws.geonames.org/2846063,Rodenbach
Friesland,http://sws.geonames.org/2755812,Friesland
Hohenliede Salomonis,,
Johanngeorgen,,
Hausbach,,
Losheim,http://sws.geonames.org/2875831,Losheim
Portici,http://sws.geonames.org/3170116,Portici
Vionville,http://pleiades.stoa.org/places/109060,"Ibliodurum?|Ibliodurum?, Vionville"
Diez,http://sws.geonames.org/2937018,Diez
Saarunion,,
Heidelerche,,
Pleskau,http://sws.geonames.org/504341,Pskov
Pskow,http://sws.geonames.org/504341,Pskov
Syracuse,http://sws.geonames.org/5140405,Syracuse
Fort Wayne,http://sws.geonames.org/4920423,Fort Wayne
Joliet,http://sws.geonames.org/4898015,Joliet
Sofia,http://sws.geonames.org/7670847,Sofia
Haßfelden,,
Schäbisch Hall,,
Orlach,,
Dorndiel,http://dare.ht.lu.se/places/41616,Dorndiel
Groß-Umstadt,http://dare.ht.lu.se/places/618,Groß-Umstadt|Groß-Umstadt
Eppertshausen,http://sws.geonames.org/2929837,Eppertshausen
Gau-Bickelheim,http://dare.ht.lu.se/places/18863,Gau-Bickelheim
Wiesenau,http://sws.geonames.org/2809286,Wiesenau
Willmars,http://sws.geonames.org/2808521,Willmars
Gnod,,
Dornhausen,,
Venningen,http://geo-kima.org/place/20141,Venningen (Germany)
Massachusetts,http://sws.geonames.org/6254926,Massachusetts
New Jersey,http://sws.geonames.org/5101760,New Jersey
Know,http://mapoflondon.uvic.ca/BASI3.htm,Basing Lane
Zemmer,http://dare.ht.lu.se/places/1305,"Ober den Achenbäumchen, Schleidweiler-Rodt|Zemmer"
Täglichen,,
Haus,http://sws.geonames.org/2776670,Haus
Zirmoisel,,
Löbnitz,http://sws.geonames.org/2876698,Löbnitz
Schmietkow,,
Honnef am Rhein,http://sws.geonames.org/2953435,Bad Honnef
Lützen,http://sws.geonames.org/2874747,Lützen
Beinstein,http://dare.ht.lu.se/places/40955,Beinstein
Wenigen-Jena,,
Österrreich,,
Rom Rom,http://pleiades.stoa.org/places/246579,"Puig Rom|Puig-Rom, Roses"
Dover,http://sws.geonames.org/2651048,Dover
Borsigwerk,,
Rom Röm,,
Lötzen,http://geo-kima.org/place/17153,Lötzen (Germany)
Schloß Huttenberg,,
Kändler,,
Röm Röm,,
Jn Kitzingen am Main,,
Tribsees,http://sws.geonames.org/2821211,Tribsees
Stolpsmühle,,
Perlenau,,
Schloß Dornow,,
Wilibald,,
Römheld,,
Bingenheim,http://dare.ht.lu.se/places/38587,"Lochberg, Bingenheim"
Röm Rom,,
Frauenalb,,
Albtal,,
Königseggewald,,
Hild,,
Neuenhain,,
Dieuze,http://sws.geonames.org/3021392,Dieuze
Maros,http://sws.geonames.org/1636029,Maros
Hatszeg,,
Sztanisits,,
Schüpfheim,http://sws.geonames.org/2658690,Schüpfheim
Honau,,
Root,http://sws.geonames.org/2658976,Root
Hitzkirch,http://dare.ht.lu.se/places/19859,Hitzkirch|Hitzkirch
Meieskappel,,
Hohenrain,http://dare.ht.lu.se/places/19830,"Ottenhusen, Hohenrain|Hohenrain"
Vitznau,http://sws.geonames.org/2658107,Vitznau
Gisikon,,
Dehmke,,
Katechet,,
Petschau,,
Bethle,,
Krossen a. Oder,,
Augsburg Berlin,,
Ringleben,http://sws.geonames.org/2846593,Ringleben
Rathebur,,
Alpl,http://sws.geonames.org/2773447,Krieglach
Krieglach,http://sws.geonames.org/2773447,Krieglach
Pörtschach,,
Koritschan,http://sws.geonames.org/3073222,Koryčany
Nagasaki,http://sws.geonames.org/1856177,Nagasaki
Nieritz,,
Marien-Kranken,,
Schlierbach,http://sws.geonames.org/2838529,Schlierbach
Mühlfeld,,
Moosdorf,,
Karl-Theater,,
Jokai,,
Rheingegen,,
Leitmeritz a. Elbe,,
Strehlen,http://sws.geonames.org/3084404,Strzelin
Gleinitz,,
Albrechtsburg,,
Remda,,
Dorfschellenberg,,
Schloß Augu,,
Solms-Wildenfels,,
Hohen-Entringen,,
Saxo-Hansea,,
Oberwallis,,
Brig,http://sws.geonames.org/2661394,Brig
Raron,http://sws.geonames.org/2659098,Raron
Ober-Aargau,,
Kastenholz,,
Rimnik,,
Okna,http://sws.geonames.org/860012,Krasni Okny
Neumagen a. d. Mosel,,
Miltenberg am Main,http://dare.ht.lu.se/places/41024,"Klosteräcker, Wörth am Main"
Lütter,,
Haundorf,http://sws.geonames.org/2909087,Haundorf
Jnstituten,,
Harzdorf Neustadt,,
Pultawa,,
Uster,http://sws.geonames.org/2658216,Uster
Volketswil,http://sws.geonames.org/2658105,Volketswil / Volketswil (Dorf)
Riedbach,,
Obertoggenburg,,
Gom,http://geo-kima.org/place/8465,Malawi
Niederbüren,http://sws.geonames.org/2659468,Niederbüren
Gossau,http://sws.geonames.org/2660550,Gossau
Frederickstown,http://sws.geonames.org/5194513,Hummelstown
Mo.,http://sws.geonames.org/1152216,Mae Mo
Rothkirch,,
Schloß Schön-Ellguth,,
Groß Lichterfelde,http://sws.geonames.org/2878018,Lichterfelde
Waddesdon Manor,,
Adriatischen Meeres,,
Rottau,,
Gerresheim,http://geo-kima.org/place/18990,"Gerresheim (Düsseldorf, Germany)"
Porto Alegre,http://sws.geonames.org/3452925,Porto Alegre
Sarauw,,
Stellberg,,
Maibach,,
Dittersbach,http://sws.geonames.org/2934286,Dürrröhrsdorf
Kochel,http://dare.ht.lu.se/places/45420,"Kleiner Berg, Kochel am See|Kochel"
Hameln a. d. Weser,,
Schulstraße,,
Hinrichshagen,,
Woldegk,http://sws.geonames.org/2806963,Woldegk
Sarnthein,http://histogis.acdh.oeaw.ac.at/shapes/permalink/9ef9acd2970c595ba1f062732f64400f/,Sarnthein
Meraner Mdt,,
Buddenhagen,,
Meyenburg,http://sws.geonames.org/2871421,Meyenburg
Rudow,http://sws.geonames.org/2843350,Rudow
Alimark,,
Rüegg,,
Wytikon,,
Wila,http://sws.geonames.org/2657993,Wila
Albis,http://pleiades.stoa.org/places/98909,"Albis (river)|Albis, Elbe"
Bäretswil,http://sws.geonames.org/2661613,Bäretswil
Lützelflüh,http://sws.geonames.org/2659814,Lützelflüh
Sumis,,
Steinach,http://dare.ht.lu.se/places/42795,Steinach
Arnach,,
Sopho,,
Bisdamitz,,
Brighton,http://sws.geonames.org/2075795,Brighton
Domkandidatenstift,,
Garlitz,,
Nas,http://pleiades.stoa.org/places/422955,"Lamnae/Ad Lam(i)nas|Lamnae/Ad Laminas/Ad Lamnas, Cineto Romano"
Weildorf,,
Grohnde,,
Stolzenau,http://sws.geonames.org/2826503,Stolzenau
Kendallville,http://sws.geonames.org/4922252,Kendallville
Groß-Voigtsberg,,
Gröditz,,
Schloß Borna,,
Bornitz,http://pleiades.stoa.org/places/118608,Bornitz|Bornitz
Legendes du Rhin,,
St. Georgenberg,,
Bieber,,
Wyburg,,
Bremen-Seehausen,,
Havelberg,http://geo-kima.org/place/17146,Havelberg (Germany)
Rio Grande del Norte,http://sws.geonames.org/3390290,Rio Grande do Norte
Denver,http://dare.ht.lu.se/places/25657,Denver
Kaiser-Wil,,
Warder,http://sws.geonames.org/2814142,Warder
Zloczow,,
Schloß Lichtenstein,,
Omaruru,http://sws.geonames.org/3354540,Omaruru
Haspe,,
Eckesey,,
Johannis-Kirche,,
Louis,http://sws.geonames.org/4243551,Louisville
Klattau,http://histogis.acdh.oeaw.ac.at/shapes/permalink/53105411616c9ff5d0708ce79200ef3a/,Klattau
Halsbek,,
Westkanal,,
Sandsbach,,
Schloß Kleutsch,,
Edela,,
Kronenordens,,
Mont Mely,,
Borgo Loreto,http://sws.geonames.org/8949014,Macine-Borgo Loreto
Schwarzburg-Sondershausen,http://histogis.acdh.oeaw.ac.at/shapes/permalink/6d65cde98809ee19c32a6d1903db15b7/,Schwarzburg-Sondershausen
A. R.,http://pleiades.stoa.org/places/237828,Untitled|A Ponte Navea
Aussig a. d. Elbe,,
Saacke,,
Döb,,
Ehrenhausen,http://sws.geonames.org/2780316,Ehrenhausen
Raitz,,
Reichegg,,
Jak,,
Sab Sach,,
Forstaka,,
Güntersberg,,
Mirchau,,
Sangerberg,,
Egerlande Böhmens,,
Bruck an der Mur,http://pleiades.stoa.org/places/197447,"Poidikon|Poidikon/Poedicum, Bruck an der Mur|Bruck an der Mur"
Sach Sach,http://sws.geonames.org/8607137,Nam Sách
Saschka,,
Potemkins,,
Jm Böhmerwald,,
Sacher-Masoch,,
Pariser `` Figaro,,
Advoka,,
Bischofsheim,http://sws.geonames.org/2948290,Bischofsheim
Linz am Rhein,http://sws.geonames.org/2876952,Linz am Rhein
Oberdollendorf,,
Heisterbach,,
Saggau,,
Salburg-Falkenstein,,
Leon,http://www.hgis-indias.net/dokuwiki/doku.php?id=gazetteer:1000074,Leon
Pennewang,http://sws.geonames.org/2769131,Pennewang
Gunskirchen,http://dare.ht.lu.se/places/38702,"Hof, Gunskirchen|Gunskirchen"
Fusch,,
Gregoriana,,
Beeskow,http://sws.geonames.org/2951528,Beeskow
Svampa,,
Erläu,,
Salm-Hostmar,,
Schillingsfürst,http://sws.geonames.org/2839212,Schillingsfürst
Wittlich,http://pleiades.stoa.org/places/109465,Wittlich|Wittlich|Wittlich
Theresien,,
Deutsch-Österreich,,
Waidhofen a. d. Ybbs,,
Pfäffingen,,
Kösching,http://pleiades.stoa.org/places/118697,"Germanicum|Kösching|Kösching|Germanicum, Kösching|Kösching|Kösching"
Greifenfeld,,
Mühltorff,,
Normandie,http://sws.geonames.org/11071621,Normandy
Ahlsdorf,http://sws.geonames.org/2959181,Ahlsdorf
Thon,http://pleiades.stoa.org/places/321711,Thon
Sylbitz,,
Wallwitz,http://sws.geonames.org/2814512,Wallwitz
Nierstein,http://geo-kima.org/place/8429,"Nierstein (Rhineland-Palatinate, Germany)"
San San Gymnasium,,
Rumelien,http://geo-kima.org/place/2010,Rumelia
Deusch,,
Sprendlingen,http://dare.ht.lu.se/places/4812,Sprendlingen|Sprendlingen
Badenheim,http://sws.geonames.org/2953492,Badenheim
Tollensee,,
Altstrelitz,,
San San,http://dare.ht.lu.se/places/41983,"San Cipriano, San Cebrián de Mazote"
Rhanga,,
Münsterl,,
Heideblu,,
Derenburg,http://sws.geonames.org/2938136,Derenburg
San Marte,,
Sanneck,,
Santamar,,
Celebes,http://geo-kima.org/place/26104,Sulawesi (Indonesia)
Matanna,,
Neu-Berun,,
Johannistisch,,
Sarninghausen,,
Hamburg-Eimsbüttel,http://sws.geonames.org/2911293,Eimsbüttel
Lobeda,,
Misdroy,http://sws.geonames.org/3091961,Międzyzdroje
Saturny,,
Heiligenwald,,
Balhorn,,
Bergstraße,http://dare.ht.lu.se/places/19042,"Turm, Bergstraße 63, Gartenfeld"
Weikersheim,http://sws.geonames.org/2812655,Weikersheim
Schwä,,
Salzburgs,,
Gö,,
Saxen-Hausen,,
Laufenburg,http://dare.ht.lu.se/places/20236,Laufenburg|Laufenburg
Künten-Sulz,,
Wislikofen,,
Zurzach,http://geo-kima.org/place/16906,Zurzach (Switzerland)
Schloß Dobritschan,,
Sayn-Wittgenstein-Berle,,
Garde-Chevau,,
Kleydorf,,
Paris Sou,,
Kapuzinerkloster,,
Lerchberg,,
Hochhausen,http://geo-kima.org/place/23855,Hochhausen (Germany)
Kälbertshausen,http://dare.ht.lu.se/places/41605,Kälbertshausen
Scha Scha,http://sws.geonames.org/1796404,Shahe
Sardou,,
Holst.,,
Hamburgs Volksleben,,
Ätna,,
Mainmühle,,
Kitzingen a. Main,,
Villa Malta,http://pleiades.stoa.org/places/462480,San Pawl Milqi Roman Villa|San Pawl Milqi
Frutingen,,
Koppingen,,
Aarberg,http://sws.geonames.org/2661880,Aarberg
Rothenbuch,http://sws.geonames.org/2844072,Rothenbuch
Gmund,http://sws.geonames.org/2919717,Gmund am Tegernsee
Czaslau,,
Schloß Kreuzberg,,
Lünen,http://sws.geonames.org/2875107,Lünen
St. Andrews,http://geo-kima.org/place/13700,St. Andrews (Scotland)
Hessisch-Olden,,
Schaafheim,http://sws.geonames.org/2841039,Schaafheim
Vilbel,http://geo-kima.org/place/10917,Bad Vilbel (Germany)
Lampertheim a. Rhein,,
Schloß Bingenheim,,
Mörlenbach,http://sws.geonames.org/2869221,Mörlenbach
Bordeaux,http://pleiades.stoa.org/places/138248,"Burdigala|Mithraeum, Bordeaux|Burdigala, Bordeaux|Piliers de Tutelle, Bordeaux|Bordeaux"
Grethen,,
Bremsbach,,
Hüttenthal,,
Klein-Karben,,
Böllstein,,
Untersentheim,,
Oberriexingen,http://dare.ht.lu.se/places/25013,Oberriexingen
Mockmühl,,
Karlstadt am Main,http://sws.geonames.org/2892786,Karlstadt
Bremke,http://geo-kima.org/place/20579,"Bremke (North Rhine-Westphalia, Germany)"
Monakow,,
Mittelrhein,,
Pfarrkirche,http://dare.ht.lu.se/places/19168,"Korpesley|Untitled|Spätrömische Langmauer, Butzweiler|Butzweiler, Pfarrkirche|Butzweiler|Spätrömische Langmauer, Kordel|Kordel"
Schloß Rauden,,
Sacré Coeur Ma,,
Römerstraße,,
Mariä,,
Dilshofen,,
Reinheim,http://sws.geonames.org/2848762,Reinheim
Darmst,,
Woolwich,http://sws.geonames.org/4983504,Woolwich
Macao,http://sws.geonames.org/1821275,Macao
Tibet,http://sws.geonames.org/1279685,Tibet
Eybach,,
Wasseralfingen,,
Oberstedten,,
Münchner Universitätsbibliothek,,
Osterreich,http://geo-kima.org/place/7645,Austria
Schloß Rotensee,,
Ringelheim,,
Frielingen,,
Freudenthal -LRB- Österr,,
Casti-Andrilux,,
Scharffenberg,,
Nationalöko,,
Garde-Grena,,
Lehe-Horn,,
Söflingen,,
Ulm a. Donau,,
Neu-Gruna,,
Fichtenau,,
Österreich.-Schlesien,http://geo-kima.org/place/13716,Austrian Silesia
Zlan,,
Schaubach,,
Schöppen,,
Winn,,
Einberg,,
Weißenbrunn,http://sws.geonames.org/2811918,Weißenbrunn
Hedersleben,http://sws.geonames.org/2908374,Hedersleben
Halle a.,,
Roten Haus,,
litauischen Dorfe Obehlischken,,
Kiana,,
Sontra,http://sws.geonames.org/2831083,Sontra
Haina,http://pleiades.stoa.org/places/118723,Haina|Haina
Eikendorf,http://sws.geonames.org/2932012,Eickendorf
Werni,,
Christenjüng,,
Bagdads,,
Utopia,,
Scheerenberg,,
Hohentwiel,http://geo-kima.org/place/11826,Singen am Hohentwiel (Germany)
Schloß Meersburg,,
Schloß Banth,,
Schwarzwalde,,
Säckin,,
Thassilo,,
Kinkeim,,
Boppard am Rhein,,
Kraika,,
Hirschberg i. Schlesien,,
Lichtenhof,,
Rain,http://sws.geonames.org/2850808,Rain
Niederschönenfeld,http://sws.geonames.org/2862891,Niederschönenfeld
Krugzell,,
Ettringen,http://sws.geonames.org/3208331,Ettringen
Tamsweg,http://histogis.acdh.oeaw.ac.at/shapes/permalink/2a7616936af799791b2a4b8e7d524e6d/,Tamsweg
Hüfingen,http://pleiades.stoa.org/places/187326,"*Brigobannis|*Brigobannis, Hüfingen|Deggenreuschen Wald, Hüfingen|Hüfingen"
Schloß Ostrowa,,
Neval,,
Minsk,http://sws.geonames.org/625144,Minsk
Qued,http://sws.geonames.org/2497411,El Oued
Alt-Lusheim,,
Schollbrunn,http://sws.geonames.org/2837159,Schollbrunn
Kembach,,
Boxberg,http://sws.geonames.org/2945703,Boxberg
Wertheim a. Main,,
Via,http://pleiades.stoa.org/places/512741502,Via Caecilia
Geistesumnach,,
Wäldershausen,,
Darmstädter,,
Podelwitz,,
Kolditz,,
Chorostków,http://sws.geonames.org/706271,Khorostkiv
Herlheim,http://pleiades.stoa.org/places/118739,Herlheim|Herlheim
Karlburg,http://geo-kima.org/place/19639,"Rusovce (Bratislava, Slovakia)"
Hohenrechberg,,
Schwabenland,,
Neuffen,http://sws.geonames.org/2865341,Neuffen
Zürichberg,,
Leipzig-Neustadt,,
Buchhändlerlehrling,,
Mainbernheim,http://geo-kima.org/place/24635,Mainbernheim (Germany)
Wien-Dornbach,,
Oberehnheim,http://geo-kima.org/place/13182,Obernai (France)
Langestraße,,
Seidenspitz,,
Burglengfeld,,
Stadtamhof,http://histogis.acdh.oeaw.ac.at/shapes/permalink/314328f6e0b37e792b46f1745609ca03/,Stadtamhof
Gallus,http://pleiades.stoa.org/places/413248,"Perusia|Perusia, Perugia|Perugia"
Uniontheater,,
Tamaris,http://pleiades.stoa.org/places/236676,Tamaris (river)
Dalmatiens,,
Leberberg,,
Soloth,,
Kerzenheim,http://sws.geonames.org/2891480,Kerzenheim
Herschberg,http://sws.geonames.org/2905594,Herschberg
Lagow,,
Neukölln,http://geo-kima.org/place/14656,"Neukölln (Berlin, Germany)"
Jescziorken,,
Schöneck,http://sws.geonames.org/2836772,Schöneck
Schwarzbach,http://sws.geonames.org/2835152,Schwarzbach
Weißwasser,http://sws.geonames.org/2811698,Weißwasser
Tusset,,
Stubenbach,,
Salnau,,
Pürst,,
Cheynow,http://geo-kima.org/place/20783,Chýnov (Czech Republic)
Tabor,http://sws.geonames.org/3189227,Tabor
Přerubenitz,,
Schloß Steyr,,
Steinhübel,,
Alleinstein,,
Marlow,http://sws.geonames.org/2643003,Marlow
Klein,http://sws.geonames.org/2777662,Großklein
Lubin,http://sws.geonames.org/3092931,Lubin
Jarotschin,,
Bielow,,
Andrichau,http://geo-kima.org/place/17824,Andrychów (Poland)
Staatsgymnasium,,
Schirnding,http://sws.geonames.org/2839066,Schirnding
Queis,http://sws.geonames.org/2851455,Queis
Querfurt,http://sws.geonames.org/2851393,Querfurt
Hagen -LRB- West,,
Siegen -LRB- West,,
Lägerdorf,http://sws.geonames.org/2881939,Lägerdorf
Heikendorf,http://sws.geonames.org/2907685,Heikendorf
Präfali,,
Groeditzberg,,
Charlot,,
Schleiden,http://dare.ht.lu.se/places/19577,Schleiden
Distriktskommissar,,
Zell am See,http://sws.geonames.org/2760634,Zell am See
Hallein,http://pleiades.stoa.org/places/187405,Hallein|Hallein|Hallein
Damgarten,http://sws.geonames.org/2847524,Ribnitz-Damgarten
Galati,http://sws.geonames.org/2524679,Galati Mamertino
Schleinitz,,
Loire,http://geo-kima.org/place/9013,Loire (France : Dept.)
Jsenhagen,,
Eilenstedt,,
Deutsche Erde,,
Cherubim,,
Luisen-Heim,,
Cochstedt,http://sws.geonames.org/2939946,Cochstedt
Königheim,http://sws.geonames.org/2885991,Königheim
Sinzheim,http://sws.geonames.org/2831853,Sinzheim
Kronau,http://sws.geonames.org/2883777,Kronau
Lützelstetten,,
Geroldshausen,http://geo-kima.org/place/20973,"Geroldshausen (Würzburg, Germany)"
Pfaffenhofen a. d. Jlm,,
Behn,,
Rees am Rhein,,
Santander,http://sws.geonames.org/3109718,Santander
Silenz,,
Marx-Kullak,,
Laterna Magika,,
Pennigsehl,http://sws.geonames.org/2854947,Pennigsehl
Barsinghausen,http://sws.geonames.org/2952406,Barsinghausen
Hösen,,
Schönermark,http://sws.geonames.org/2836697,Schönermark
Jllaire,,
Arendsee,http://sws.geonames.org/2955651,Luftkurort Arendsee
Ambach,,
Schloß Arendsee,,
Tölz,http://geo-kima.org/place/10915,Bad Tölz (Germany)
Fischröden,,
Polangen,http://geo-kima.org/place/8935,Palanga (Lithuania)
Gaaden,http://sws.geonames.org/2779074,Gaaden
Schloenbach,,
Mühlheim a. Rhein,,
Framersheim,http://geo-kima.org/place/19354,Framersheim (Germany)
Jn Steiermark,,
Kalchbergs Schrif,,
Rohitsch Sauerbrunn,,
Chrn.,,
Jüterbogk,,
Baltmannsweiler,http://sws.geonames.org/2953008,Baltmannsweiler
Ebersbach a. d. Fils,,
Faurndau,,
Zugersee,,
Buonas,,
Risch,http://dare.ht.lu.se/places/38856,Risch (ZG)
Münsterschen,,
Weichs,http://sws.geonames.org/2813145,Weichs
Hollän,,
Bomberg,,
Nordkirchen,http://sws.geonames.org/2861923,Nordkirchen
Oberkappel,,
Roitham,,
Danville,http://sws.geonames.org/4889426,Danville
Chambersburg,http://geo-kima.org/place/8895,Chambersburg (Pa.)
Neu-Freedom,,
Hugenbruch,,
Aprath,,
Wupper,http://geo-kima.org/place/5720,Wupper River Valley (Germany)
Gimborn,,
Holtrup,,
Adolph-Ernst-Theater,,
Wilhelmstädtischen Theater,,
Bellealliance-Theater,,
Kiautschau,http://geo-kima.org/place/18122,Jiaozhou (China)
Garnsee,http://sws.geonames.org/3099492,Gardeja
Wendtkau,,
Rammel,,
Nauenhain,,
Jamnitz,http://sws.geonames.org/3074331,Jemnice
Bila,http://maps.cga.harvard.edu/tgaz/placename/hvd_17903,Bila
Saalsdorf,,
Thojathal,,
Schmettau,,
Zaumberg,,
Schwaben-Jmmenstadt-Lindau,,
Sillberg,,
Dichterart,,
Santos,http://sws.geonames.org/3449433,Santos
Sankt Barthelmä,,
Dorfe Sulzbach,,
Schmid-Schwarzenberg,,
Uhlbach,,
Hedel,http://sws.geonames.org/2754719,Hedel
Adalar,http://sws.geonames.org/750249,Adalar
Soissons,http://pleiades.stoa.org/places/109216,"Noviodunum?|Noviodunum, Le Moulin à Vent, Pommiers|Augusta Suessionum|Augusta Suessionum, Soissons|Soissons"
La Fôre,,
Villatuerta,http://sws.geonames.org/3104776,Villatuerta
Schmilkendorf b. Wittenberg,,
Mönchenhöfe,,
Jessen,http://sws.geonames.org/2894962,Jessen
Rybnik,http://sws.geonames.org/3086586,Rybnik
Berliner Königsstadt,,
Berka a. d. Jlm,,
Äschylos,,
Reitendorf,http://sws.geonames.org/3067026,Rapotín
Groß Ullersdorf,,
Assisi,http://pleiades.stoa.org/places/413037,"Asisium|Asisium, Assisi|Assisi"
Gablonzer Mdt,,
Angelegenhei,,
Leipzig Phi,,
Zadel a. d. Elbe,,
Christenglau,,
Schmä,,
Sande,http://sws.geonames.org/2841895,Sande
Stor,http://sws.geonames.org/636835,Broby
Dal,http://sws.geonames.org/2759147,Berg en Dal
Jdstein,,
Queensland,http://sws.geonames.org/2152274,Queensland
Townsville,http://sws.geonames.org/2146142,Townsville
Dillingen a. d. Saar,,
Weyerbusch,http://sws.geonames.org/2809845,Weyerbusch
Talheim,http://geo-kima.org/place/17078,"Talheim (Heilbronn, Germany)"
Neuhaldens,,
Groß-Schöne,,
Stoltenburg,,
Ober-Lahnstein a. Rhein,,
Böhmisch Aicha,http://sws.geonames.org/3077895,Český Dub
Grottau,http://sws.geonames.org/3074944,Hrádek nad Nisou
Eschlkam,http://sws.geonames.org/2928979,Eschlkam
Furth a. W.,,
Riedlstein,,
Kunterweg,,
Zsigmondhaza,,
Neuarad,,
Eimsbüt,,
Großflottbeck,,
Hoff,,
Deutsche Komö,,
Pümpeldorf,,
Warren County,http://geo-kima.org/place/11016,Warren County (Miss.)
Covington,http://sws.geonames.org/4615804,Covington
Gützkow,http://sws.geonames.org/2913290,Gützkow
Freiheide,,
Westhavelland,,
Treuenbrietzen,http://sws.geonames.org/2821248,Treuenbrietzen
Militär-Wai,,
Frankfurter Mund,,
Altenstadt,http://pleiades.stoa.org/places/118559,Altenstadt|Altenstadt|Altenstadt
Villá,,
Schmidt-Bonn,,
Schmidt-Brädikow,,
Frankenlandes,,
Schmidt-Cartlow,,
Cartlow,,
Woltersdorferschleuse,,
Kosmo,,
Jdar,,
Milspe,,
Schmidt-Sommerfeld,,
Preußnitz,,
Ense,,
Kannstatt,http://geo-kima.org/place/10547,"Bad Cannstatt (Stuttgart, Germany)"
Hinter Schloß,,
Dessauer Hoftheater,,
Würzberg,http://pleiades.stoa.org/places/119055,Würzberg|Würzberg
Schm Heppenheim,,
Osthofen,http://dare.ht.lu.se/places/587,Osthofen|Osthofen
Askan,,
Brumath,http://pleiades.stoa.org/places/108828,"Brocomagus|Brocomagus, Brumath|Brumath"
Pfulgriesheim,http://sws.geonames.org/2987426,Pfulgriesheim
St. Johann,http://histogis.acdh.oeaw.ac.at/shapes/permalink/75b05eef25e494c631a582d779128dd3/,St. Johann
Mörchin,,
Bittburg,,
Maikam,,
Neumann-Hoditz,,
Neustadt a. H.,,
Tauberta,,
Breisach,http://pleiades.stoa.org/places/109174,"(Mons) Brisiacus|Mons Brisiacus/Brisiacum, Münsterberg, Breisach am Rhein|Breisach am Rhein"
Warburg -LRB- Westfalen,,
Brötzingen,http://dare.ht.lu.se/places/19563,"Mittelsberg, Brötzingen"
Kippenheim,http://pleiades.stoa.org/places/109083,Kippenheim|Kippenheim|Kippenheim
Neckarbischofs,,
Heiliggeistkirche,,
Gillenfeld,http://sws.geonames.org/2920413,Gillenfeld
Gräfrath,,
Niederländisch-Jndien,,
Küssow,,
Zeyer,,
Mockrau,,
Kluckendorf,,
Marchesi,,
Heimsheim,http://sws.geonames.org/2907359,Heimsheim
Diakonus,,
Liedertafel,,
Wartburg-Säli,,
Rodenegg,,
Salestane,,
Journal de Lyon,,
Elsaß-Loth,,
Strasbourg,http://pleiades.stoa.org/places/108754,"Argentorate|Argentorate/Stratoburgo, Strasbourg|Strasbourg"
Rennes,http://pleiades.stoa.org/places/69491,"Condate Redonum|Condate Redonum, Rennes|Rennes"
Alt-Salzburg,,
Griesbach,http://sws.geonames.org/2917461,Bad Griesbach
Schenectaday,,
La Grange,http://pleiades.stoa.org/places/249946,Untitled|La Grange
Prostendorf,,
Schloß Rade,,
Lebno in West,,
Zilenzig,,
Louran,,
Hellwald,,
Briedel a. d. Mosel,,
Mayen,http://pleiades.stoa.org/places/109150,"Mayen|Mayen|Im Brasil, Mayen|Mayen"
Rheinisch-Westfäl,,
Essen-Rüttenscheid,,
Sainscheid,,
Ewighausen,http://sws.geonames.org/2928300,Ewighausen
Görgershausen,,
Villmar,http://sws.geonames.org/2817217,Villmar
Bodenstein,,
Eupen,http://sws.geonames.org/2798573,Eupen
Vringspooz,,
Klarenthal,,
Tourcoing,http://sws.geonames.org/2972284,Tourcoing
Rio Colorado,http://sws.geonames.org/5485658,Questa
Mannheims,,
Holzgau,http://sws.geonames.org/7581189,Holzgau
Deutschtirol,,
Cornocalda,,
Dier,http://sws.geonames.org/284078,Dayr Dibwān
Beth,http://pleiades.stoa.org/places/687852,"Beth Dagon|Beth Dagon, Beth Dagan"
`` Gutenberg,http://dare.ht.lu.se/places/43196,"Gutenberg, Balzers"
Pfaffenburg,,
Rustorf,,
Neuschwand,,
Alteglofsheim -LRB- Oberpfalz,,
Andrychau,,
Oberglogau,http://sws.geonames.org/3099209,Głogówek
Emmerich a. Rhein,,
Wasserburg,http://dare.ht.lu.se/places/44746,"Wasserburg, Günzburg|Wasserburg"
Hoffnungstal,http://geo-kima.org/place/20710,"Hoffnungstal (Ovidiopol'sʹkyĭ raĭon, Ukraine)"
Bonifazio,,
Winningen,http://dare.ht.lu.se/places/20201,Winningen|Winningen
Bubach,http://sws.geonames.org/2942960,Bubach
Béziers,http://dare.ht.lu.se/places/20192,"Amphithéâtre de Béziers|Col. Baeterrae|Col. Baeterrae, Béziers|Béziers"
Jtalien u. Griechenland,,
Jü,,
Kehlheim,,
Altmühltal,,
