QUOTE_TRANSCRIPTION,URI,VOCAB_LABEL
Neu-Pasing,,
Godesberg a. Rhein,,
Holzappel,http://sws.geonames.org/2900027,Holzappel
Bega,http://pleiades.stoa.org/places/40079,Bega
Strzebowitz,,
Oberham,,
Heppenheim a. d. Bergstraße,,
Seeheim,http://sws.geonames.org/3337504,Seeheim-Jugenheim
Petersenn,,
Los Diamantos,,
Saarbrücken-St,http://geo-kima.org/place/18631,"Sankt Johann (Saarbrücken, Germany)"
Saarbrigge,,
Haselhorst,http://sws.geonames.org/2909794,Haselhorst
Schloß Wilsdruff,,
Rothschönberg,,
Schönberg-Reich,,
Zentraltheater,,
San Francisko,,
Axams,http://sws.geonames.org/2782106,Axams
Wachbach,,
Edelfingen,,
Döffingen,,
Bieler See,,
Katalonien,http://sws.geonames.org/3336901,Catalonia
Berliner Residenztheater,,
Brunn,http://sws.geonames.org/2781317,Brunn an der Wild
Alt-Marburg,,
Oberhofen,http://sws.geonames.org/2770041,Oberhofen im Inntal
Untervintl,,
Jnzing,,
Großröhrsdorf,http://sws.geonames.org/2915124,Großröhrsdorf
Würzburg Theo,,
Zürich-Hottingen,http://sws.geonames.org/6295507,Zürich (Kreis 7) / Hottingen
Neuern,http://geo-kima.org/place/22288,Nýrsko (Czech Republic)
Sarau,http://sws.geonames.org/2915094,Groß Sarau
Südböhmen,,
Sonnberg,http://sws.geonames.org/8126035,Sonnberg im Mühlkreis
Bergham,,
Mittelamerika,,
Georgetown,http://sws.geonames.org/3577900,Georgetown
Aichschieß,,
Ruith,,
Nagold,http://dare.ht.lu.se/places/713,Nagold|Nagold
Oberschmohn,,
Passaic,http://sws.geonames.org/5102443,Passaic
Gardona,,
Schloß Habaru-Lavaux,,
Wollheim,,
Diezmanns,,
Loui,,
Heidemädchen,,
Äschach,,
Hörste,,
Ramskenbrin,,
Neuenstein,http://sws.geonames.org/2865557,Neuenstein
Naiestaan,,
u. Jena,,
Schramm-Macdonald,,
Smichow,http://histogis.acdh.oeaw.ac.at/shapes/permalink/71ce35041aedcd6780367ad5c6088388/,Smichow
Hoholz,,
Rastenberg,http://sws.geonames.org/2850248,Rastenberg
Klitzschen,,
Licciska,,
Antwerpens,,
Tschermak,,
Botanischen Gartens,,
Heiligensee,http://sws.geonames.org/2907551,Heiligensee
Weißenfels Haus,,
Deutschen Reiches Erneue,,
Oberpräsidium,,
Otter,http://sws.geonames.org/2856061,Otter
Casse,http://sws.geonames.org/2986220,Pont-du-Casse
Newyork,,
Lobejün,,
Hinterpom,,
Belleville,http://sws.geonames.org/3033645,Belleville
Spornitz,http://sws.geonames.org/2830146,Spornitz
Völkshagen,,
Kalidasa,,
Schröder-Kramer,,
Ostendtheater,,
Achterhörn -LRB- Holstein,,
Deezbüll,,
Schlesen,http://sws.geonames.org/2838638,Schlesen
Borgsum,http://sws.geonames.org/2946244,Borgsum
Oldendorf,http://sws.geonames.org/2857432,Oldendorf
Muffrika,,
Donauhafen,,
Schloß Freu,,
Schloß Plankenstein,,
Jnnichen,,
Haunstetten,,
Lechhausen,,
Kundl,http://pleiades.stoa.org/places/187441,Kundl|Kundl|Kundl
Schloß Barottwitz,,
Ankuhn,,
Alsleben,http://sws.geonames.org/2958121,Alsleben
Alt-Grabau,,
Ostseebade Coserow,,
Cadenabbia,http://sws.geonames.org/6692284,Cadenabbia
Sassenberg b. Warendorf,,
Stolbergs,,
Schloß Sassenberg,,
Bade Pyrmont,,
Odalisken,,
Burgsteinfurt -LRB- Westfalen,,
Kemnath,http://sws.geonames.org/2891668,Kemnath
Pritzwalk,http://sws.geonames.org/2851962,Pritzwalk
Berndorf,http://sws.geonames.org/2781833,Berndorf bei Salzburg
Cölleda,,
Söderburg,,
Eltmann,http://sws.geonames.org/2930650,Eltmann
Kis,http://pleiades.stoa.org/places/197199,"Castra ad Herculem|Castra ad Herculem, Pilismarót – Kis-hegy"
Vasbühl,,
Effeldorf,,
Juliushospital,,
Gnadenwalde,,
Dessow,,
Gramzow,http://sws.geonames.org/2918133,Gramzow
Marxplan,,
Meiderich,http://sws.geonames.org/2872347,Meiderich
Ronsdorf,,
Benrath,http://geo-kima.org/place/16337,Düsseldorf-Benrath (Germany)
Grieth,,
Mei,http://sws.geonames.org/1800779,Meizhou
Rothen,,
Buchwalde,,
Schoultz de Tor,,
Sophien,http://sws.geonames.org/2931152,Elisabeth-Sophien-Koog
Darnley,,
Freirachdorf,http://sws.geonames.org/2925051,Freirachdorf
Grenzhausen,http://geo-kima.org/place/6451,Höhr-Grenzhausen (Germany)
Weilmünster,http://sws.geonames.org/2812497,Weilmünster
Thüringer Walde,,
Yorks Offi,,
Coburg,http://sws.geonames.org/2171168,Coburg
Neustädtl,,
Ch,http://sws.geonames.org/2659177,La Punt Chamues-ch
Waldkeim,,
Birmingham,http://sws.geonames.org/4049979,Birmingham
Aquitanien,,
Eschenbachs,,
Tybald,,
burg a. d. Lahn,,
Löcknitz,http://sws.geonames.org/2876539,Löcknitz
Stadtbücherei,,
Labischin,,
Crimmitschau,http://sws.geonames.org/2939747,Crimmitschau
Clausthal am Harz,,
Achelride,,
Scharzfeld,,
Lauterberg,http://sws.geonames.org/2953410,Bad Lauterberg im Harz
Krankenhause Bethanien,,
Thankmar,,
Eilen,,
Kreischa,http://sws.geonames.org/2884451,Kreischa
Norddeutschen Reichs,,
Niederseelbach,,
Groß-Schönau,,
Dunge,,
Bremerhavens,,
Schloß Dyckburg,,
Stadtlohn,http://sws.geonames.org/2829758,Stadtlohn
Wadersloh,http://sws.geonames.org/2815563,Wadersloh
Elim,http://sws.geonames.org/5188469,Elim
Varna,http://sws.geonames.org/3188361,Varna
Trebsen,http://sws.geonames.org/2821418,Trebsen
Nennhausen,http://sws.geonames.org/2866523,Nennhausen
Tremmen,,
Marksuhl,http://sws.geonames.org/2873318,Marksuhl
Aldekerk,http://pleiades.stoa.org/places/109078,Kerken-Aldekerk|Aldekerk
Kaldenhausen,,
Höchst a. Main,,
Rio Grande do Sul,http://sws.geonames.org/3451133,Rio Grande do Sul
Rio Grande,http://sws.geonames.org/3451138,Rio Grande
Pelotas,http://sws.geonames.org/3454244,Pelotas
Spanner-Hausen,,
Obernhof,http://sws.geonames.org/2859543,Obernhof
Lahntal,,
Walsdorf,http://dare.ht.lu.se/places/20942,Walsdorf
Kamberg -LRB-,,
Gainfarm,,
Schottwien am Semmering,,
Maros-Vasarhely,,
Dith,,
Ostedt,,
Marktflecken,http://dare.ht.lu.se/places/19155,Riesenburg
Boden,http://sws.geonames.org/6295357,Schlieren / Boden
Lühnde,,
Sachsenwalde,,
Green Bay,http://sws.geonames.org/5254962,Green Bay
Währing b. Wien,,
Meisburg,http://sws.geonames.org/2872195,Meisburg
Böhmisch,http://sws.geonames.org/3077921,Česká Skalice
Ruschlbuschl,,
Schwarza,http://sws.geonames.org/2835195,Schwarza
Schleusin,,
Berkach,,
Rott,http://sws.geonames.org/2843804,Rott
Martinihaus,,
Offingen,http://sws.geonames.org/2857770,Offingen
Unlingen,http://sws.geonames.org/2820088,Unlingen
Dürmentingen,http://sws.geonames.org/2934464,Dürmentingen
Borromaeum,,
Fuschl am See,http://sws.geonames.org/2779084,Fuschl am See
Böckstein,,
Ellman,,
Mierendorf,,
Wardow,http://sws.geonames.org/2814133,Wardow
Jn Eltville a. Rhein,,
Laubenheim,http://dare.ht.lu.se/places/563,Laubenheim|Laubenheim
Rhein.-Westfäl,,
Dürrhennersdorf,http://sws.geonames.org/2934324,Dürrhennersdorf
Tolkewitz b. Dres,,
Esperance,http://sws.geonames.org/2071860,Esperance
Sylvestre,http://sws.geonames.org/2976820,Saint-Sylvestre-sur-Lot
Saratow,http://sws.geonames.org/498677,Saratov
Rigaischen Rates,,
Neustadt-Wernigerode,,
Wandhagen,,
Zengg,http://sws.geonames.org/3191055,Senj
Kroa,,
Gefrees,http://sws.geonames.org/2922085,Gefrees
Kiau,http://geo-kima.org/place/18122,Jiaozhou (China)
Nordrußland,,
Dobrudscha,http://geo-kima.org/place/1110,Dobruja (Romania and Bulgaria)
Benediktinerstift Michaelbeuren,,
Volksliederbuch,,
Schwarz-Norberg,,
Salzach,http://pleiades.stoa.org/places/118766,"Ivarus? (river)|Ivarus?/Iovarus?, Salzach"
Erlburg,,
Hoheneck,http://dare.ht.lu.se/places/19531,"Hoheneck, Ludwigsburg"
Saros,http://pleiades.stoa.org/places/590039,Saros
Catalonien,,
Michalina,,
Westgalizien,,
Jsidor,,
Poisdorf,,
Bismarck-Roon,,
Lac de Joux,,
Röm,,
Schweiger-Lerchenfeld,,
Las,http://pleiades.stoa.org/places/570417,"La(s)|Las/La, Passavas, Diro"
Villa Gießbach,,
Brienzer See,,
Schwengberg-Eggersdorf,,
Eggers,,
Berechtigungsscheins,,
Vallendar am Rhein,http://geo-kima.org/place/14190,Vallendar (Germany)
Alexandrine Fran,,
Schwerinsburg,,
Vossi,,
Heidelberg Ger,,
Droste-Hüls,,
Vieweg,,
Episto,,
Sans,http://sws.geonames.org/4594975,Sans Souci
Großkamsdorf,,
Reinberg,http://sws.geonames.org/2848841,Reinberg
Hirzweiler,,
Hofterhof,,
Wustweiler,,
Gießen Theo,,
Österreich-Schle,,
Cordon de,,
Violau,,
Reg.-Bez,,
Großmehringen,,
Custozza,,
Kartitsch,http://sws.geonames.org/2774673,Kartitsch
Hesselberg,http://dare.ht.lu.se/places/15929,Hesselberg
Dalbingen,,
See See,http://dare.ht.lu.se/places/44249,Beim kleinen See
Evangelischen Hospitals,,
Schweinfurt a. Main,,
Windsheim,http://geo-kima.org/place/10593,Windsheim (Germany)
See See Tustus,,
Ludesch,http://sws.geonames.org/2772228,Ludesch
Rathau,,
Steinau a. Oder,,
Groß Roge,,
Klaber,,
Krakow,http://geo-kima.org/place/19743,"Wawel (Krakow, Poland)"
Perlin,,
Anhalter Bahnhof,,
Goldbrunnen,,
Dietikon,http://dare.ht.lu.se/places/10824,Dietikon|Dietikon
- straße,http://dare.ht.lu.se/places/19242,"Altheimer Straße, Hettingen"
Jamaica Plains,http://sws.geonames.org/4940764,Jamaica Plain
Dichtun,,
Schloß Nonsuch,,
Bernhardinum,,
Prutz,http://sws.geonames.org/2768291,Prutz
Bremer Sonn,,
Grüna,,
Leipzig-Schönefeld,,
Polkritz,,
Bischheim,http://sws.geonames.org/3032551,Bischheim
Spenge,http://sws.geonames.org/2830637,Spenge
Sprock,,
Bad Wildun,,
Klau,http://sws.geonames.org/7406800,Klau
Grafenhof,,
Heltau,http://sws.geonames.org/681502,Cisnădie
Le Bourget,http://sws.geonames.org/3005082,Le Bourget
Anhaltischen Wahlkreises,,
Quimper,http://pleiades.stoa.org/places/138529,Quimper|Quimper|Quimper
Le Puy,http://geo-kima.org/place/11324,"Le Puy (Haute-Loire, France)"
Chambéry,http://pleiades.stoa.org/places/167806,"Lemincum|Lemincum, Lémenc, Chambéry|Chambéry"
Tekendorf,,
Schlochau -LRB- Westpreußen,,
Drachenburg,http://sws.geonames.org/3197442,Kozje
Mertensdorf,,
Deutsch-Lieskau,,
Hohenwalde,,
Lieskau,http://sws.geonames.org/2877767,Lieskau
Moorfleth,,
Michaeliskirche,,
Alsterdorf,http://sws.geonames.org/2958105,Alsterdorf
Tyrus,http://pleiades.stoa.org/places/697757,"Tyrus|Tyrus, Iraq al-Amir, Amman"
Markos Botza,,
Halensee-Berlin,,
Heddesdorf,http://pleiades.stoa.org/places/109035,Heddesdorf|Heddesdorf
Lindental,,
Vitry,http://sws.geonames.org/2967850,Vitry-sur-Orne
Montmirail,http://dare.ht.lu.se/places/20655,Montmirail|Montmirail
Melun,http://pleiades.stoa.org/places/109162,"Metlosedum|Metlosedum/Mellodunum/Melodunum, Melun|Melun"
Seu Sev,,
Schwenningen,http://sws.geonames.org/2834312,Schwenningen
Niederwilk,,
St. Michaelskirche,,
Luxemb,,
Leutsch,http://sws.geonames.org/3196133,Luče
Degelstein,,
Jerusalemer Kirch,,
Rosa-Kon,,
Hardewijk,,
Kampen,http://sws.geonames.org/2753106,Kampen
Mühlheim a. R.,,
Maasfeld,,
Dettelbach,http://sws.geonames.org/2937932,Dettelbach
Wennig,,
Scheftlarn,,
Dinkelsbühl,http://sws.geonames.org/2936886,Dinkelsbühl
Luitpold-Kreisoberreal,,
Deichselgrad,,
Wolsk,http://sws.geonames.org/472278,Vol’sk
Saratowschen Gouvernement,,
Plettenbergs,,
Duisburg a. Rh.,,
Krojanke -LRB- Westpreußen,,
Ostmark,http://geo-kima.org/place/7645,Austria
Niederherms,,
Kotta,http://sws.geonames.org/3185113,Kotë
Überlingen,http://sws.geonames.org/2820577,Überlingen
Hammerunterwiesental,,
Nieska,,
Tellerhäusern,,
Weid,http://sws.geonames.org/6294993,Seuzach Dorf / Breite-Weid
Medewitz,,
Siemering,,
Neu-Braun,,
Fredricksburgh,,
Ochsenwerder,,
Rheingaukreis,,
Waldstraße,,
Aibling,http://histogis.acdh.oeaw.ac.at/shapes/permalink/555389a6fbcbb851ac1af9a5619b929d/,Aibling
Sil Vara,,
Alt-Ofen,http://geo-kima.org/place/7208,Óbuda (Hungary)
Naßwald,,
Donaustrand,,
Pusterwald,http://sws.geonames.org/2768213,Pusterwald
Schöder,http://sws.geonames.org/2765766,Schöder
Murau,http://sws.geonames.org/2762157,Murau
Birkach,,
Nordhau,,
Vreslau,,
Ostpeußen,,
Elterlein,http://sws.geonames.org/2930662,Elterlein
Erle,http://sws.geonames.org/2640192,Plympton
Villa Novatra,,
Lauda Sion,,
Joh,,
Jurjew,http://geo-kima.org/place/7719,Tartu (Estonia)
Prag-Weinberge,,
Hombruch,,
Kythera,http://pleiades.stoa.org/places/570400,"Kythera|Cythera Ins.|Cythera Ins., Kythira|Kythera, Kythera"
Heimthal,,
Jnseln Westindiens,,
Sybba,,
Lyck,http://geo-kima.org/place/13961,Lyck (Germany)
Boruch,,
Polska,http://histogis.acdh.oeaw.ac.at/shapes/permalink/4c087500ca45adcb3ecc87bd49c3233b/,Polska
Deutsche Theater,,
Leeden,,
Mautern,http://sws.geonames.org/2771761,Mautern in Steiermark
Hajan,http://sws.geonames.org/1270529,Hājan
Gars,http://sws.geonames.org/2922502,Gars
Gellendorf,,
Zuaim -LRB- Mähren,,
Uelzen,http://sws.geonames.org/2820456,Uelzen
Hankensbüttel,http://sws.geonames.org/2910863,Hankensbüttel
Nienhagen,http://sws.geonames.org/2862576,Nienhagen
Möllensen,,
Walddorfgesch,,
Hütte u. Schloß,,
Dorfgestal,,
Ganders,,
Altgandersheim,,
Jdeen,,
Culm,,
Dobberau,,
Sareka,,
Großpriesen a. d. Elbe,,
Solms-Rödelheim,,
Schloß Dorheim,,
Elspe,,
Münster Philo,,
Büderich,http://pleiades.stoa.org/places/109458,Wesel-Büderich|Büderich
Schaala,,
Santa Leopol,,
Espirito Santo,http://geo-kima.org/place/6161,Espirito Santo (Brazil : State)
Mörfelden,http://geo-kima.org/place/18518,Mörfelden-Walldorf (Germany)
Riesengebirge,http://pleiades.stoa.org/places/118899,"Ouandalika Ore|Ouandalika Ore, Krkonoše"
Tillenberg,,
Groß-Kniegritz,,
Schlaupitz,,
Son Son,http://sws.geonames.org/2747010,Son
Wattenscheid,http://geo-kima.org/place/9390,"Wattenscheid (Bochum, Germany)"
Kuschnitzka,,
Son Son Temperaments,,
Rübezahls Reich,,
Thröm b. Ratibor,,
Weinburg,http://sws.geonames.org/2761697,Weinburg am Saßbach
Hohenwang,,
Seckau,http://sws.geonames.org/2765335,Seckau
Lüttichau,,
Landshut a. J.,,
Soest Sou,,
Catharineum,,
Margaretenhof,,
Frida Schanz,,
Neubranden,,
Spa Spa,http://sws.geonames.org/2786318,Spa
Niederrheins,,
Heideröslein,,
Schloß Lichtenberg,,
Spalteholz,,
Trennfeld,,
Kowil,http://sws.geonames.org/786142,Šajkaš
St.-Jván,,
Bulkesz,http://sws.geonames.org/3195939,Maglić
Cser,,
Affoltern,http://sws.geonames.org/6295484,Zürich (Kreis 11) / Affoltern
Kirchditmold,,
Lützschena,,
Ober-Mieming,,
Heidehof Lohe,,
Luchsingen,http://sws.geonames.org/2659839,Luchsingen
Payerne,http://dare.ht.lu.se/places/10027,Payerne
Castell,http://sws.geonames.org/2940235,Castell
Schloß Trausnitz,,
Nan,http://sws.geonames.org/1608451,Nan
Narro,,
Unterfran,,
Harsdorf,http://sws.geonames.org/2910283,Harsdorf
Vohenstrauß,http://sws.geonames.org/2816770,Vohenstrauß
Schloß Finkenegg,,
Quisisana,,
Neuwied a. Rhein,,
Westfälische Kürassier-Reg,,
Tervüren,,
Blyenbeck,,
Nicaragua,http://sws.geonames.org/3617476,Nicaragua
Sömmerda,http://sws.geonames.org/2831403,Sömmerda
Stetzsch,,
Moritzburg,http://sws.geonames.org/2869244,Moritzburg
Vereinigten Artillerie,,
Wechold,,
Beedenbostel,http://sws.geonames.org/2951616,Beedenbostel
de l'Hopital,,
Sudwalde,http://sws.geonames.org/2824967,Sudwalde
Neuenstadt,http://pleiades.stoa.org/places/118868,Neuenstadt|Neuenstadt am Kocher|Neuenstadt am Kocher
Bielersee,,
Mitterteich,http://sws.geonames.org/2870355,Mitterteich
Stephanskirche,,
Langenbruck,http://geo-kima.org/place/17030,Langenbruck (Switzerland)
Bernegg,,
Saß -LRB- Hist,,
Grimsby,http://sws.geonames.org/2647878,Grimsby
Saalendorf,,
Waltersdorf,http://sws.geonames.org/3078303,Bystřec
Thalweil,,
Luxor,http://sws.geonames.org/360502,Luxor
Vro,,
Wiselis Weg,,
Jn Hinterwald,,
Schloß Wildenstein,,
Krum,http://sws.geonames.org/4703760,Krum
Schwartau,http://sws.geonames.org/2953347,Bad Schwartau
Oldensworth,,
Stolk,http://sws.geonames.org/2826591,Stolk
Gammendorf,,
Krüschan,,
St,http://dare.ht.lu.se/places/26288,St Madoes
Goltzheim,,
Oberwillingen,,
Wolsdorf,http://sws.geonames.org/2806310,Wolsdorf
Jchtershausen,,
Köstritz,http://sws.geonames.org/2953417,Bad Köstritz
Schopfloch,http://sws.geonames.org/2836407,Schopfloch
Thannhausen,http://sws.geonames.org/2822958,Thannhausen
Loosdorf,http://sws.geonames.org/2772264,Loosdorf
Ober-Wal,,
Magdalene-College,,
Dup,,
Ossumbar,,
Kaiserstein,,
Carlsruh,,
Hamburg-Amerika,,
Stanger,http://sws.geonames.org/952734,Stanger
Wegscheid,http://sws.geonames.org/2813344,Wegscheid
Schloßberg,http://dare.ht.lu.se/places/15948,"Schloßberg, Geisfeld"
Cumberland,http://sws.geonames.org/4352681,Cumberland
Adony,http://sws.geonames.org/3056414,Adony
Wurda,,
-LRB- Lrsp,,
Gringen,,
Augustin,http://dare.ht.lu.se/places/40668,Augustin
Niederschwedeldorf,,
Königswalde,http://sws.geonames.org/2885746,Königswalde
Oberammer,,
Sudetengebirge,,
Ostgalizien,,
Astano,,
Neßlau,,
Wattwyl,,
Mentone,http://sws.geonames.org/2158109,Mentone
Tertia,http://geo-kima.org/place/11190,Palaestina Tertia
Bredendorf,,
Sta,http://pleiades.stoa.org/places/550896,Sta Oikia|Sta Oikia
Tulkum,,
Gouverne,,
Hunoldstein,,
Jannowitz,,
Jan.,http://pleiades.stoa.org/places/902993,Baba Jan tepe|Baba Jan tepe
Pottendorf-Landegg,,
Landegg,,
Ste Ste,http://pleiades.stoa.org/places/285514,Ste-Barbe-du-Tlélat|Ste-Barbe-du-Tlélat
Radeburg,http://sws.geonames.org/2851074,Radeburg
Löbtau,,
Wallner-Thurm,,
Tschengels,,
Salurn,http://histogis.acdh.oeaw.ac.at/shapes/permalink/72c5b0879acb6aa5ebe851b286c3b9f9/,Salurn
Luserna,http://sws.geonames.org/3174430,Luserna
Margreid,http://sws.geonames.org/6534781,Magrè sulla Strada del Vino
Rätien,http://geo-kima.org/place/16993,Raetia
Stefan-Grünfeldt,,
St. Bartholomäuskirche,,
Raben,http://sws.geonames.org/2851175,Raben Steinfeld
Murgenthal,http://sws.geonames.org/2659533,Murgenthal
Gelenkrheu,,
Urfeld,,
Schwarz - wald,,
Soulié,,
Lazyhütte,,
Schladming,http://sws.geonames.org/2765961,Schladming
Steigenberger,,
Sankt Afra,,
Maria,http://sws.geonames.org/1700999,Maria
Werdenberg,http://geo-kima.org/place/13427,Werdenberg (Switzerland)
Balgach,http://sws.geonames.org/2661635,Balgach
St. am Stadttheater,,
Meysenburg,,
Franzfeld,,
Pančova,,
Rix,,
Burgprep,,
Adelsdorf,http://sws.geonames.org/2959513,Adelsdorf
Ste Ste Vaterlandes,,
Weidlingau,,
Nürnberg-Fürth,,
Salem,http://sws.geonames.org/1629104,Salem
Bargfeld,http://sws.geonames.org/2952651,Bargfeld-Stegen
Derne,,
Käsmark,http://sws.geonames.org/724503,Kežmarok
Gölnitz,,
Alex. Kisfa,,
Alex. Kisfaludy,,
Holzfabrika,,
Burgbrohl,http://sws.geonames.org/2941413,Burgbrohl
Sin,http://pleiades.stoa.org/places/668373,"Sin?|Sin?, Chin"
Laachersee,,
Allgemeinen Kran,,
Wüschede,,
Antfeld,,
Varensall,,
Opherdicke,,
Ruhr,http://geo-kima.org/place/2007,Ruhr (Germany : Region)
Mackensen am Solling,,
Jmbshausen,,
Gehrden,http://geo-kima.org/place/16336,"Gehrden (Hannover, Germany)"
Ludwigs-Maximilians-Uni,,
Sbakespeares Cymbeline,,
H. York,,
Zürcher Mund,,
Wildseeli,,
Rába Hidwég,,
Solda,,
Steinhausen,http://sws.geonames.org/2658483,Steinhausen
Potsdamer Kadettenkorps,,
Blüthen,,
Lindow,http://sws.geonames.org/2915321,Groß Lindow
Beetz,,
Oder,http://pleiades.stoa.org/places/20570,"Ouiadoua? (river)|Ouiadoua?/Viadua?, Oder"
Schöneiche,http://sws.geonames.org/2836746,Schöneiche
Burgkundstadt,http://geo-kima.org/place/18633,Burgkunstadt (Germany)
Ste Ste Steinitz,,
La Crosse,http://sws.geonames.org/5258957,La Crosse
Friedefeld,,
Neuenhagen,http://sws.geonames.org/2865716,Neuenhagen
Stift Keppel b.,,
Lowicz,http://sws.geonames.org/3093066,Łowicz
Christiansfeld,http://sws.geonames.org/2623183,Christiansfeld
Völkerich,,
Waldbrunnen,,
Steinweg,,
Lauchstedt,http://sws.geonames.org/2953412,Bad Lauchstädt
Reindorf,,
Henndorf,http://sws.geonames.org/2776513,Henndorf am Wallersee
Volksmund,,
Klinghart,,
Wildstein,http://sws.geonames.org/3066045,Skalná
Bisamberg,http://geo-kima.org/place/20291,Bisamberg (Austria)
Wallerstein,http://sws.geonames.org/2814592,Wallerstein
Zöbingen,,
Östrich,,
Münsterbusch,,
Schwäbisch-Gmünd,http://sws.geonames.org/2835482,Schwäbisch Gmünd
Steele a. d. Ruhr,,
Neu-Obra,,
Woll,http://mapoflondon.uvic.ca/STMA37.htm,St. Mary Woolchurch
Maar,,
Jnster,,
Gerdauen,http://sws.geonames.org/463356,Zheleznodorozhnyy
Arcadia,http://sws.geonames.org/2177746,Arcadia
Goethe-Schil,,
Obrigheim,http://dare.ht.lu.se/places/19930,Obrigheim|Obrigheim
Altenhöfen,,
Niederstetten,http://sws.geonames.org/2862831,Niederstetten
Tübiugen,,
Mährin,,
Buttenhausen,http://geo-kima.org/place/18051,Buttenhausen (Germany)
Rjäsan,,
Livlands,,
Wannamois,,
Friedrichsheim,,
Zaubertal,,
Sirachs,,
Schloß Arnheim,,
Sternau,,
Sandkirche,,
Sambor,http://histogis.acdh.oeaw.ac.at/shapes/permalink/e04965b9aafe2d3bed02ff715d9c7b04/,Sambor
Baitz,,
Sterneberg,,
Tüch,,
St.,http://dare.ht.lu.se/places/26288,St Madoes
Aichach,http://histogis.acdh.oeaw.ac.at/shapes/permalink/d4adb004ce353dc23b1e3f474a1045d6/,Aichach
Nauplia,http://pleiades.stoa.org/places/570501,"Nauplia|Nauplia, Nauplion"
Alexanderfeld,,
Rhede,http://sws.geonames.org/2847689,Rhede
Krzeschitz,http://sws.geonames.org/3072748,Křešice
Dobrenz,http://sws.geonames.org/3077001,Dobronín
Deutsch-Schützendorf,,
Weberschan,,
Rattenberg,http://sws.geonames.org/2767902,Rattenberg
Jnn u. Etsch,,
Weißen Berge,,
Jda Bock,,
Oberstadion -LRB- Württemberg,,
Oberstadion,http://sws.geonames.org/2858976,Oberstadion
Linzgau,,
Sophienkirchhof,,
Cervaro,http://sws.geonames.org/3179013,Cervaro
Wachwitz a. d. Elbe,,
Czenstochau,http://sws.geonames.org/3100946,Częstochowa
Tarnowitz,http://sws.geonames.org/3083440,Tarnowskie Góry
Frankleben,http://sws.geonames.org/2925499,Frankleben
Wichlinghausen,,
Oberplan,http://sws.geonames.org/3075262,Horní Planá
Benediktiner-Abtei Krems,,
Heidedorf,,
Praunheim,,
Grimmelshausens Dietwald,,
Hadeln,,
Jhlienworth,,
Lensahn,http://sws.geonames.org/2878773,Lensahn
Olsberg a. d. Ruhr,,
Wehlheiden,http://geo-kima.org/place/22175,"Wehlheiden Friedhof (Kassel, Germany)"
Fürstschen Volksthea,,
Gesch,,
Oberbronn,http://geo-kima.org/place/23547,Oberbronn (France)
Münsterjubiläums,,
Kaiserberg,,
Siedlinghausen -LRB- West,,
Tux,,
Frick,http://dare.ht.lu.se/places/38769,"Frick-Kirchhügel|Frick|[Ferraricia], Frick|Frick"
Sempach,http://sws.geonames.org/2658631,Sempach
Witwenheim,,
burg a. d. Saale,,
Langenargen,http://sws.geonames.org/2881263,Langenargen
Städtchen,http://sws.geonames.org/6294764,Elgg / Städtchen und Umgebung
