gnd,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18
1262600480,Mainz,Wasserburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1263240259,New-York,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1265036314,Strelitz,Neustrelitz,Poesneck,Latendorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1265783209,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1266346929,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1266466746,Wien,.,Neutitschein,Fels,.,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.
1267445580,Stuttgart,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1267854243,Zerbst,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1268119040,Gotha,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1269902091,Lenzburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1270090577,Wien,.,Lissabon,Weimar,.,Wien,Wien,Lissa,.,.,.,.,.,.,.,.,.,.
1270314769,Köln,Aachen,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1270519697,Wismar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1271905485,Danzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1272479684,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1272533948,Leipzig,Leipzig,Eisleben,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1272573087,Strassburg,Strassb,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1273278798,Minden,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1276385900,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1277776369,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1278075747,Breslau,Ratibor,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1278492194,Kössen,Riva,Wien,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1279016833,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1279344814,Oels,Breslau,Schweidnitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1281754382,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1283378604,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1284086801,Königsberg,Gute Praddau,London,Rom,Elbing,Rom,.,.,.,.,.,.,.,.,.,.,.,.
1284645924,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1285093038,Wien,Kaaden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1286458714,Greiz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1287202462,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1287542999,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1289685827,Oberstadion,Ergenzingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1290490864,Wien,Salzburg,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
1290838747,Halle a. S.,Halle,Köthen,Leipzig,Berlin,Hall,.,.,.,.,.,.,.,.,.,.,.,.
1294208268,Wien,Hietzing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1294335294,Berlin,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1297156714,Wien,Hernals,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1298031850,Stein,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1299771017,Düren,Lindenthal,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1299895107,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1299964478,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1300380713,Bützow,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1302510487,Wien,Verona,.,Marburg,Innsbruck,Wien,Venedig,.,.,.,.,.,.,.,.,.,.,.
1302867806,Hongkong,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1302984136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1303509881,Wien,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1304801608,Pressburg,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1306475813,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1306954568,Rochow,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1310451303,Cannes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1312390077,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1312500700,Köln,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1313119040,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1314228196,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1314717421,Haus Theas,Dorpat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1315460661,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1316129985,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1318184193,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1318435625,Nordhausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1318489830,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1321540744,Mannheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10110555X,Dessau,Berlin,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101170479X,Prag,Wien,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
10117909X,Mülheim a. R.,Torgau,Hannover,Mülheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10121653X,Rosenberg,Deschowitz,Sagan,Berlin,Kiel,Reichenbach,.,.,.,.,.,.,.,.,.,.,.,.
101217784X,Freiburg,London,Kensington Gardens,Karlsruhe,Queensborough Terrace,Freiburg i. B,.,.,.,.,.,.,.,.,.,.,.,.
101226713X,Stein,Karlsruhe,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10136279X,Höhr,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101873080X,Rom,Potsdam,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101876240X,Schloss Osterstein,Gera,Karlsruhe,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
102382129X,Stein,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
102878760X,Steinau,Chemnitz,Stein,Dresden,Stein,Wien,Wien,Steinau,Stein,.,.,.,.,.,.,.,.,.
102921901X,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
103128916X,Stuttgart,Steinau,Stein,Freienwalde,Freienwalde a. d. Oder,Osterburg,Steinau,Stein,Berlin,Steinau,Stein,.,.,.,.,.,.,.
103191269X,Wien,Daber,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
103405063X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
103513599X,Sao Paulo,Ribeirão Pires,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
103770617X,Löwenberg,Klein-Neundorf,Neumark,Neumarkt,Schweidnitz,Schwerin,Berlin,.,.,.,.,.,.,.,.,.,.,.
103872743X,Zweiern,Risch,Buonas,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10398576X,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10410306X,Schlettau,Halle,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104215628X,Petersburg,St. Petersburg,Rom,Leipzig,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
104217590X,Auerbach,Kleindembach,Pössneck,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104264604X,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104284867X,Werne,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10428563X,Potsdam,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10430992X,Itzehoe,Hamburg,St. Georg,Skien,Leipa,Iauer,.,.,.,.,.,.,.,.,.,.,.,.
104438168X,Graz,Herrmannstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104449610X,Königsberg,Saalfeld,Danzig,Rom,Scranten,New-York,Berlin,Rombitten,Rom,Dresden,.,.,.,.,.,.,.,.
104635454X,Baden-Baden,Lichtenthal,Eisenach,Baden-Baden,Lichtenthal 108,.,.,.,.,.,.,.,.,.,.,.,.,.
104821561X,Stein,Gries,Stein,Züllichau,Berlin,Steinbach,Wilmersdorf,.,.,.,.,.,.,.,.,.,.,.
104875913X,Wandsbeck,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104917660X,Wien,Rom,Rom,Dresden,Krakau,.,.,.,.,.,.,.,.,.,.,.,.,.
104971900X,Berlin,Nauen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104999454X,Breslau,Leisewitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105054966X,Klitschdorf,Bunzlau,Hirschberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105055549X,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105249286X,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105284328X,Blankenburg a. H,Nordhausen,Magdeburg,Halberstadt,Rom,Blankenburg,Blankenburg a. H.,Rom,Ries,.,.,.,.,.,.,.,.,.
105349758X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105509797X,Anklam,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105509928X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105509931X,Breslau,Brieg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105511954X,Breslau,Sagan,Schweidnitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105936896X,Gadebusch,Schwerin,Wismar,Roggendorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105983250X,Troppau,Rom,Bielitz,Karlsbad,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
106092353X,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
106335515X,Hagen,Dresden-A.,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10692981X,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
108976863X,Berlin,Oldenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
110981321X,Pressburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
112315872X,Mitau,Thorn,Eibenschütz,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
112755025X,Hill,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
113081517X,Stein,Duisburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
113351586X,Troppau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11367645X,Durben,Libau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
113893271X,Gotha,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
113950956X,Biebrich,Dillenburg,Nassau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
114106717X,Leipzig,Strasburg i. U.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
114306707X,Perleberg,Stein,Breslau,Potsdam,Stettin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.
114940566X,Gotha,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115461672X,Potsdam,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115669342X,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115753130X,Königsberg,Schleswig,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115830966X,Friedrichshafen,Neu Ulm,Ulm,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115832457X,Merseburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11600987X,Stuttgart,Hamburg,München,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11603162X,Drossen,Berlin,Schöneberg,Radach,Rom,Gladbach,Rom,.,.,.,.,.,.,.,.,.,.,.
11609494X,Freiburg,Meiningen,Freiburg i. B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11609835X,Frankfurt a. O.,London,Charlottenburg,Rom,Köln,Leipzig,Berlin,Melbourne,Rom,Frankfurt a. O.,London,Charlottenburg,Rom,Köln,Leipzig,Berlin,Melbourne,Rom
116146901X,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11614730X,Stuttgart,London,Stuttgart,Wileiki,Riga,Melbourne,Mitau,.,.,.,.,.,.,.,.,.,.,.
11617093X,Bern,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11617207X,Leipzig,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11617790X,Fels,Berlin,Grund a. Harz,Ribnitz,Fulda,Neustrelitz,Fels,.,.,.,.,.,.,.,.,.,.,.
11620043X,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11620186X,Oberstrass,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11624285X,Osnabrück,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11624822X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11625016X,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11627333X,Glogau,Iauer,Wriezen,Breslau,Glogau,.,.,.,.,.,.,.,.,.,.,.,.,.
11630510X,Wien,Linz,Einsiedeln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11631415X,Oels,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11637604X,Bielefeld,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11639868X,Goschütz,Breslau,Dresden,Reichenbach,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11642284X,Mannheim,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11646853X,Frankfurt a. M.,Wiesbaden,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116479230X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11648327X,Freiburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11654340X,Ludwigslust,Schwerin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11664365X,Stuttgart,Elbing,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11671011X,Leipzig,Ravensburg,Frankfurt a. M.,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11673471X,Charlottenburg,Lützow,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11675642X,Krotoschin,Leipzig,Posen,Leipzig,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.
11676936X,Mainz,Wiesbaden,Dessau,Graudenz,Köln,Leipzig,Kreuznach,Berlin,.,.,.,.,.,.,.,.,.,.
11680534X,Stuttgart,Blaubeuren,Calw,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11682400X,Frankfurt a. M.,Rom,Hannover,Hildesheim,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
11684129X,Zürich,Halver,Basel,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11689654X,Halle a. S.,Weiden,Halle,Hamburg,Berlin,Minden,Hall,.,.,.,.,.,.,.,.,.,.,.
11691730X,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11692408X,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11693638X,Krotoschin,Potsdam,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11694496X,Marienthal,Eisenach,Gnadenfrei,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11696300X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11699634X,Roda,Puszta Zdenci,Essegg,Esseg,Roda,Puszta Zdenci,Essegg,Lt. Roda,Esseg,.,.,.,.,.,.,.,.,.
11701608X,Fels,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11701866X,Iedlersdorf,Wien,Korneuburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11702340X,Chudowa,Ohlau,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11705822X,Rom,Leipzig,Rom,Leipzig,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.
11706579X,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11706646X,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11712060X,Kamnitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11712124X,Werne,Leipzig,Berlin,Berlin,Gleiwitz,Werne,Tuchel,Rom,Rom,.,.,.,.,.,.,.,.,.
11712477X,Coserow,Warienfliess,Posen,Dülmen,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11714813X,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11720899X,Schleswig,Tönning,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11721468X,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11725908X,Leipzig,Berlin,Reichenbach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11726041X,Riva,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11727240X,Hill,Chicago,Hill,Teschen,Hill,Mödling,Prag,Wien,.,.,.,.,.,.,.,.,.,.
11727741X,Magdeburg,Warschau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11730834X,Wien,Berlin,Malines,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11732065X,Mainz,Amsterdam,Wiesbaden,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11733958X,Olmütz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11735967X,Stolp,Neustettin,Berlin,Goslar,Posen,Berlin,.,.,.,.,.,.,.,.,.,.,.,.
11739095X,Rom,Hamburg,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11739470X,Herzberg,Stuttgart,Forst,Braunsfeld,Hannover,Wetzlar,Berlin,Mannheim,Rom,Rom,Bensheim,Breslau,.,.,.,.,.,.
11739954X,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11741199X,Bern,Wien,Breslau,Rom,München,Rom,.,.,.,.,.,.,.,.,.,.,.,.
11745754X,Wien,.,Meran,Leipzig,.,Wien,Brünn,.,.,.,.,.,.,.,.,.,.,.
11748170X,Schaffhausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11770380X,Düsseldorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11772355X,Wangen,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11773781X,Bern,Hirschau,Forst,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11776292X,Danzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11776602X,Bamberg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117848131X,Eisenach,London,Paris,Gotha,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.
11812109X,Freienwalde,Doberan,Rostock,Freienwalde an der Oder,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11816595X,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11819397X,Arenberg,Koblenz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11852643X,Berlin,Stein,Berlin,Erfurt,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11853274X,Freiburg,Freiburg i. Br.,Freiburg i. B,Freiburg i. Br,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11853419X,Naumburg,Röcken,Lützen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11856661X,Strada,London,Rom,Berlin,Bukarest,Rom,Greifswald,.,.,.,.,.,.,.,.,.,.,.
11856935X,Berlin,Oldenburg,Steglitz,Berlin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.
11861049X,München,Leipzig,Fehmarn,Shenektady,New-York,.,.,.,.,.,.,.,.,.,.,.,.,.
11867353X,Stuttgart,Werne,Halberstadt,Pappenheim,Berlin,Weimar,.,.,.,.,.,.,.,.,.,.,.,.
11869071X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11869135X,Friedenau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11880510X,Bonn,Hamburg,Danzig,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11883018X,Bern,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11887912X,Wyk,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11900870X,Mainz,Mainz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119064892X,Königswinter,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11907074X,Florenz,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11909763X,Warburg,Brackel,Schloss Welda,Rom,Köln,Rom,Brackel,.,.,.,.,.,.,.,.,.,.,.
11929351X,Stockholm,Strömstad,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119424811X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119995649X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120702547X,Mainz,Rom,Köln,Kassel,Flensburg,Potsdam,Schleswig,Berlin,Rom,Schloss Geisberg,.,.,.,.,.,.,.,.
121010587X,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12107613X,Walheim,Darmstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121269029X,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12159811X,Mainstockheim,Glückstadt,Nürnberg,München,Neuwittelsbach,Rom,Leipzig,Weimar,Rom,Insterburg,Glückstadt,Leipzig,Nürnberg,München,.,.,.,.
122739294X,Köln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123274011X,Düsseldorf,Gross-Lichterfelde,Neuwied,Lichterfelde,Paris,Berlin,Neuwied a. Rh.,.,.,.,.,.,.,.,.,.,.,.
123882336X,Erfurt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123905792X,Grobin,Libau,Berlin,Riga,München,.,.,.,.,.,.,.,.,.,.,.,.,.
124380517X,Zürich,Hirschfelde,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124397902X,Darmstadt,Worms,Pfifflipheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12454858X,Gotha,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12460479X,London,Rom,Paris,Hannover,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
124941766X,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
125101111X,Graz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
125149188X,Sand,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
125973529X,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
125998110X,Halle,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12628430X,Augsburg,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126530209X,Leipzig,Bremen,Falkenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12655028X,Hamburg,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126911705X,Zittau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12741973X,Wien,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12750446X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12755579X,Barmen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12761009X,Darmstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12798545X,Wien,Rom,München,Rom,Augsburg,Thale,Wien,Rom,Wien,Wien,München,Rom,.,.,.,.,.,.
12806532X,Wien,Berlin,Brünn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128346358X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128603695X,Wien,Graz,Malborghetto,Venedig,Scheranberg,.,.,.,.,.,.,.,.,.,.,.,.,.
129582681X,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12974476X,Düsseldorf,Darmstadt,Bergisch-Gladbach,Gladbach,Hückeswagen,.,.,.,.,.,.,.,.,.,.,.,.,.
13038349X,Magdeburg,Wernigerode,Erfurt,Hamburg,Erfurts,Erfurt,.,.,.,.,.,.,.,.,.,.,.,.
131492754X,Potsdam,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
131492818X,Tharand i. S.,Prag,Leipzig,Connewitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13149645X,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13327246X,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13363390X,Magdeburg,Schwerin,Hamburg,Berlin,Bad Stuer,Rummelsburg,.,.,.,.,.,.,.,.,.,.,.,.
13565789X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13575240X,Bern,Bonn,Locarno,Bonn am Rhein,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.
13667979X,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13839671X,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13857278X,Thorn,Liegnitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13926809X,Neisse,Langenbielau,Guben a. d. Neisse,Rom,Crossen an der Oder,Berlin,Rom,Bärwalde,.,.,.,.,.,.,.,.,.,.
14076383X,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14130278X,Mannheim,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14386498X,Wien,Dornach,Biberach,Neuschloss,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
17209965X,Rom,Liebenstein,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17342841X,Waldeck,Stein,Strelitz,Neustrelitz,Osnabrück,Feldberg,.,.,.,.,.,.,.,.,.,.,.,.
18945217X,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18954046X,Köln,Hall,Dortmund,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
