gnd,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18
116695188,Böblingen,Ellrichshausen,Herbrechtingen,Ludwigsburg,Ulm,Blaubeuren,Donnstetten,.,.,.,.,.,.,.,.,.,.,.
116695374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116697830,Magdeburg,London,Paris,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116700785,Döbeln,Köslin,Döbeln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116702079,Bern,Berlin,Bern,Wien,New-York,Dresden,.,.,.,.,.,.,.,.,.,.,.,.
116702273,Leipzig,Ortelsburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116704713,Fürth,Nürnberg,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116711817,Pest,Rom,Berlin,Schöneberg,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
116715537,Wiesbaden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116716045,Riesa,Laufenburg,Ries,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116718889,Militsch,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116720298,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116720344,Wien,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116721049,Charlottenburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116721758,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116722266,Rom,Czarnikau,Berlin,Gersdorf,Rom,Posen,.,.,.,.,.,.,.,.,.,.,.,.
116722576,Sand,Meran,Sandhof,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116724900,Wien,Rom,Leipzig,Hietzing,Kolberg,München,Rom,.,.,.,.,.,.,.,.,.,.,.
116725095,Währing Schopenhauerstr,Wien,Olmütz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116726199,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116729058,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116730323,Darmstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116731451,Varel a. d. Iade,Varel,Meran,Oldenburg,Wittmund,.,.,.,.,.,.,.,.,.,.,.,.,.
116731605,Milwaukee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116735260,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116737352,Büdingen,Strassburg,Lindheim,Strassb,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.
116740345,Leipzig,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116740922,Aachen,Eupen,Heilbronn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116741392,Königsberg,Baden-Baden,Mannheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116744553,Waldenburg,Breslau,Brieg,Iauer,Neustadt,Schweidnitz,Schlogwitz,.,.,.,.,.,.,.,.,.,.,.
116745932,Ebersdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116749113,Stein,Frankfurt a. M.,Stein,Friedefeld,Leipzig,Berlin,Dresden,.,.,.,.,.,.,.,.,.,.,.
116749148,Gute Dollroth,Schleswig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116749911,Soest,Detmold,Baden-Baden,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116755679,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116756535,Bremerlohe,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116756799,Wien,Stuttgart,Charlottenburg,Karlsruhe,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.
116758899,Basel,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116760206,Frankfurt a. M.,Wien,Köln,Paris,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116761873,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116764015,Koburg,Altenburg,Neustadt,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116765712,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116766158,Schillingsfürst,Höxter,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116768126,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116768428,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116769513,Iena,Göttingen,Rom,Rom,Cimiés,Reutlingen,Leipzig,.,.,.,.,.,.,.,.,.,.,.
116769998,Stuttgart,Paris,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116772468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116776439,Breslau,Dresden,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116777575,London,Paris,Meissen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116787058,Gimmel,Rozdrazewo,Krotoschin,Gnadenfrei,Berlin,Posen,.,.,.,.,.,.,.,.,.,.,.,.
116787619,Pest,Wien,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116788542,Reisewitz,Neisse,Dresden,Neustadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116788763,Lindau,Mannheim,Rom,Rotterdam,Zweibrücken,München,Rom,Wien,Rom,Leipzig,Rom,Rom,Rom,Dresden,.,.,.,.
116789921,Hamburg,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116791969,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116807431,Hill,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116813156,Minden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116815418,Frankfurt a. M.,Weinheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116816139,Aachen,Neuss,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116819502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116820047,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116823194,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116824069,Meersburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116824204,Schlüchtern,Rom,Fulda,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116824514,Stuttgart,Göttingen,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116831901,Forst,Fels,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116833815,Meldorf,Schleswig,Kiel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116833831,Meldorf,Schleswig,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116836474,Pinnow,Augsburg,Stettin,Grünhof Carolusstift,Greifswald,.,.,.,.,.,.,.,.,.,.,.,.,.
116836814,Prag,Petersburg,St. Petersburg,Forst,Paris,Dorpat,.,.,.,.,.,.,.,.,.,.,.,.
116837217,Ravensburg,Friedrichshafen,Stuttgart,Münster,Konstanz,Ravensburg,.,.,.,.,.,.,.,.,.,.,.,.
116837357,Wien,Gastein,Wien,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116840765,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116847956,Rom,Meran,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116849096,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116852755,Berlin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116857307,Berlin,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116858370,Königsberg,Bartenstein,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116862904,Trier,Rom,Hamburg,Fels,Berlin,Treis a. d. Mosel,Rom,.,.,.,.,.,.,.,.,.,.,.
116868295,Pyritz,Leipzig,Cassel,Berlin,Riga,.,.,.,.,.,.,.,.,.,.,.,.,.
116868589,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116870532,Strehlen,Flurstedt,Muskau,Weimar,Erfurt,Dresden,.,.,.,.,.,.,.,.,.,.,.,.
116875410,Berlin,Spremberg,Senftenberg,Berlin,Lützow,.,.,.,.,.,.,.,.,.,.,.,.,.
116877529,Danzig,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116878975,Durben,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116880724,Wien,.,Budapest,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
116885904,Frankfurt a. M.,Marburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116893281,Wien,Konstantinopel,Budapest,Paris,Leipzig,Wien,München,.,.,.,.,.,.,.,.,.,.,.
116895020,Düsseldorf,Wiesbaden,London,Darmstadt,Wertheim,Brüssel,Schwabing,Rom,Köln,Koblenz,Berlin,München,Rom,.,.,.,.,.
116896183,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116896434,Königsborn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116900628,Magdeburg,Langenstein u. Boblingen,Neinstedt,Boblingen,Langenstein,Basel,Langenstein u. Boblingen,Neinstedt,Halle,Boblingen,Langenstein n. Boblingen,Leipzig,Althaldensleben,Langenstein,Hall,Barmen,.,.
116901918,Köslin,Warmbrunn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116904755,Leipzig,Potsdam,Berlin,Zerbst,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116905514,Wien,Rotherbaum,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116911522,Nordhausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116911832,Petersburg,St. Petersburg,Wenden,Riga,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116912170,Heidelberg,Gröningen,Halberstadt,Bleicherode,Heidelberg,.,.,.,.,.,.,.,.,.,.,.,.,.
116914297,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116914629,Schwerin,Orleans,Lübeck,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116917466,Stuttgart,Ulm,Würzburg,Neu-Ulm,München,Bimbach,Ulm,Berlin,.,.,.,.,.,.,.,.,.,.
116918039,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116918527,Rom,Hamburg,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116918535,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116920041,Gleiwitz,Breslau,Rom,Hamburg,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.
116922680,Bern,Kirchberg,Büren,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116922842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116928654,Clausthal,Göttingen,Wolfenbüttel,Braunschweig,Alfeld,Basel,Basel,.,.,.,.,.,.,.,.,.,.,.
116930128,Potsdam,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116931868,Reval,Moskau,Dorpat,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116933631,Hombressen,Rom,Hofgeismar,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116936045,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116936274,Breslau,Preetz,Schleswig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116940883,Albacete,Nürnberg,Ansbach,Strassburg,Zabern,Pirmasens,Strassb,Petersbach,Brünn,.,.,.,.,.,.,.,.,.
116942738,Altona,Rom,Leipzig,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116943548,Bramstedt,Itzehoe,Kiel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116945699,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116948183,Genua,Wiesbaden,Ronneburg,Altenburg,Castell,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.
116950463,Breslau,Altona,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116951036,Rom,Gotha,Leipzig,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116953667,Herford,Münster,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116965355,Moskau,Riga,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116967374,Ovelgönne,Oldenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116968427,Krakau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116969431,Berlin,Oldenburg,Ansbach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116969938,Rom,Gera,Guttentag,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
116973978,Meilen,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116975024,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116975164,Homberg,Emmerich,Aachen,Eupen,Crefeld,Homberg,.,.,.,.,.,.,.,.,.,.,.,.
116978120,Barmen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116978228,Rom,Leipzig,Rom,Stuttgart,Wangen,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.
116978287,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116983213,Rom,Leipzig,Rom,Charlottenburg,New-York,.,.,.,.,.,.,.,.,.,.,.,.,.
116983396,Ierskewitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116988053,Erked,Schässburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116992360,Pressburg,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116997362,Veltheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116999071,Leipzig,Gera,Darmstadt,Schleswig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117001481,London,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117004901,Pest,Koburg,Prag,Wien,Maishof,Lengbach,Rom,Hamburg,Leipzig,Chicago,Rom,Dresden,.,.,.,.,.,.
117006823,London,Rom,Paris,Stettin,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.
117008338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117010073,Wien,.,Budapest,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
117010790,Meckl.,Göhren,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117016659,Rom,Fehmarn,New-York,Altona,Rom,Rom,Leipzig,Rom,.,.,.,.,.,.,.,.,.,.
117017663,Königsberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117018082,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117022411,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117025739,Reichenberg,Waterloo,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117028436,Delmenhorst,Lübeck,Stockelsdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117028975,Iglau,Wien,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
117029009,Wien,.,Wien,Brünn,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117035009,Neisse,Kamnitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117035017,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117035572,Wusterhausen,Lindenau,Rohrlack,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117041009,Wien,Meran,Aussee,Brünn,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117044024,Lüchow,Hannover,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117045586,Frankfurt a. M.,Bückeburger Hof,Bückeburg,Blasewitz,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.
117046779,Ovelgönne,Varel,Oldenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117047694,Strassburg,Strassb,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117047872,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117050016,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117050598,Göttingen,Wladikawkas,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117052744,Leipzig,Darmstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117057819,Reudnitz,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117062049,Bad Nauheim,Minden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117064262,Triest,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117067040,Berlin,Rummelsburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117067393,Wien,Berlin,Graz,Venedig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117067717,Bückeburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117073008,Berlin,Bayreuth,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117073989,Naumburg,Berlin,Naumburg a. S.,Rom,Leipzig,Rom,.,.,.,.,.,.,.,.,.,.,.,.
117074578,Rom,Koblenz,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117075469,Perchtoldsdorf,Wien,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117078719,Mödling,Strassburg,Wien,Strassb,Leipzig,Berlin,Leipzig,Rom,Berlin,Rom,Stein,.,.,.,.,.,.,.
117081124,Kopenhagen,Breslau,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117081914,Düsseldorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117089125,Schönberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117090166,Lindau,Petersburg,Wien,St. Petersburg,Stupky,Basel,Paris,Muskau,Berlin,Graz,.,.,.,.,.,.,.,.
117095494,Danzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117095990,Diez a. d. Lahn,Tegernsee,Diez,Nürnberg,Gmund am Tegernsee,München,.,.,.,.,.,.,.,.,.,.,.,.
117100269,Frauenfeld,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117104639,Leipzig,Dresden,Wesel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117109029,Bolkenhain,Würgsdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117115797,Strassburg,Strassb,Köln,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117116262,Berlin,Schönau,Zürich,Schweidnitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117116785,Stuttgart,Mannenbach,Luisenberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117116955,Sand,Lochkow,Prag,Brüssel,Rom,Paris,Schloss Bonrepos,Lissa,München,Rom,Berlin,.,.,.,.,.,.,.
117117579,Schloss Syrgenstein,Schlosse Syrgenstein,Reichenbach,Waldburg,Syrgenstein,.,.,.,.,.,.,.,.,.,.,.,.,.
117119911,Giessen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117120480,Siegen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117126446,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
